Cosine_th,Density (gr/cm3),Energy (GeV),Flx_JPsi (1/GeV/sr/s/cm2),Height (km),Slant depth (gr/cm2)
0.4,4.598893348225608e-05,5310618.006107533,1.0888716345477096e-35,23.910932904304772,79.16173326625477
0.4,3.624118226160413e-05,5310618.006107533,1.0241529262708948e-35,25.497923132811717,63.33974192789169
0.4,2.8821097620785937e-05,5310618.006107533,9.281194787375426e-36,27.01925368034573,50.680079148824355
0.4,2.266587576641657e-05,5310618.006107533,8.113784544586605e-36,28.63277454745568,40.55069288812614
0.4,1.766231809832444e-05,5310618.006107533,6.890195003186731e-36,30.336490975201173,32.4458588329823
0.4,1.3825646876024814e-05,5310618.006107533,5.7357388177872895e-36,32.039189800737645,25.96093137826682
0.4,1.0882855225859418e-05,5310618.006107533,4.7011873152399256e-36,33.740882344683214,20.772141107325712
0.4,8.580569590954429e-06,5310618.006107533,3.8031644156009534e-36,35.47438264314537,16.62043013386898
0.4,6.738800528355059e-06,5310618.006107533,3.04148098888114e-36,37.28067187038725,13.298518260950924
0.4,5.323662628199744e-06,5310618.006107533,2.4152835233838368e-36,39.08242663454652,10.640554216251012
0.4,4.188929704199963e-06,5310618.006107533,1.9045829579923912e-36,40.951208106118905,8.513835286554789
0.4,3.3346349485941957e-06,5310618.006107533,1.4974614591151196e-36,42.76628599357721,6.812181942166201
0.4,2.6412172141702703e-06,5310618.006107533,1.1709648201182935e-36,44.67617755584949,5.450636669758008
0.4,2.0994502964306537e-06,5310618.006107533,9.128636153495344e-37,46.61866112595233,4.3612223451952286
0.4,1.675783730851449e-06,5310618.006107533,7.108244499844084e-37,48.54943443973102,3.489548376937518
0.4,1.3428461210931783e-06,5310618.006107533,5.531615045557985e-37,50.46891274262696,2.7920951768035045
0.4,1.0798319166085205e-06,5310618.006107533,4.3033021918531065e-37,52.377496555486964,2.2340413813580957
0.4,8.811826829102032e-07,5310618.006107533,3.353032225921445e-37,54.17988402007651,1.7875253447965211
0.4,7.134983004995102e-07,5310618.006107533,2.606244829979028e-37,56.10417779819721,1.4302541058337517
0.4,5.846254342848829e-07,5310618.006107533,2.0297972299525084e-37,57.91816423608221,1.144390379252029
0.4,4.787153501206873e-07,5310618.006107533,1.5812440160472122e-37,59.72743634107019,0.9156620035438856
0.4,3.9330096232361826e-07,5310618.006107533,1.2331391411474478e-37,61.48538805810043,0.7326493825315133
0.4,3.242063752402946e-07,5310618.006107533,9.628562339526422e-38,63.1823437736433,0.5862153454509714
0.4,2.660853403532683e-07,5310618.006107533,7.520464848666608e-38,64.87835709852861,0.4690489604383453
0.4,2.1877121991643676e-07,5310618.006107533,5.88061125302581e-38,66.51939837184561,0.3753005256439381
0.4,1.8085202739874955e-07,5310618.006107533,4.6054902034675837e-38,68.07483225941618,0.3002895143760382
0.4,1.4936010688568303e-07,5310618.006107533,3.6097480238280363e-38,69.59478343371015,0.2402708930116132
0.4,1.2320126527524262e-07,5310618.006107533,2.831544179700945e-38,71.07859415211772,0.19224814475641475
0.4,1.0168885623170958e-07,5310618.006107533,2.2231250529963607e-38,72.5168287857076,0.15382366419430174
0.4,8.398829074272665e-08,5310618.006107533,1.7464181203102284e-38,73.93370160042797,0.12307905335649172
0.4,7.02017540734675e-08,5310618.006107533,1.3736326886109585e-38,75.27580081377563,0.09847934291823547
0.4,5.920700511455108e-08,5310618.006107533,1.0816538969345585e-38,76.54668165233223,0.07879635662712776
0.4,4.974691673484896e-08,5310618.006107533,8.522500722229349e-39,77.78728497358016,0.06304739282089387
0.4,4.1762739770564845e-08,5310618.006107533,6.733403367932817e-39,78.94720210748198,0.050446161620416936
0.4,0.0011903770941538766,8852864.950558547,8.247966870217824e-44,1.0,2244.4005726523583
0.4,0.0009894249946663905,8852864.950558547,1.7597565254873343e-42,2.604086529141264,1795.8140529398013
0.4,0.0008191804046681327,8852864.950558547,3.2876539472349144e-41,4.208162680230705,1436.8861566119367
0.4,0.0006783746971259515,8852864.950558547,4.2006644450451086e-40,5.737700482796273,1149.6968874272625
0.4,0.0005549316220662276,8852864.950558547,3.520781410609064e-39,7.265122605733732,919.907904239706
0.4,0.0004515874768942049,8852864.950558547,1.9381495709085526e-38,8.731897910666525,736.0466585034802
0.4,0.00036004852188731333,8852864.950558547,7.561228889008566e-38,10.236278575929711,588.9336106334487
0.4,0.00028511741867918647,8852864.950558547,2.202543449917376e-37,11.710930726493142,471.22392816638336
0.4,0.00022444424487899316,8852864.950558547,5.005272810406618e-37,13.197117482438278,377.0407843385282
0.4,0.0001766172501083161,8852864.950558547,9.374343071016067e-37,14.716220003688926,301.68194897865584
0.4,0.0001405342598424898,8852864.950558547,1.497123359863131e-36,16.234034891457018,241.3850228410425
0.4,0.00011290728538447764,8852864.950558547,2.0938935834486687e-36,17.750544345037387,193.13959436165345
0.4,9.066033567780408e-05,8852864.950558547,2.619583084621951e-36,19.291884680321733,154.53694049091388
0.4,7.224005752527718e-05,8852864.950558547,2.986402836631706e-36,20.868920688905252,123.64976769897255
0.4,5.7793192136045505e-05,8852864.950558547,3.167104893417492e-36,22.382639711248583,98.93598904857842
0.4,4.598893348225608e-05,8852864.950558547,3.1546972126714946e-36,23.910932904304772,79.16173326625477
0.4,3.624118226160413e-05,8852864.950558547,2.9793775931604116e-36,25.497923132811717,63.33974192789169
0.4,2.8821097620785937e-05,8852864.950558547,2.7089753252308967e-36,27.01925368034573,50.680079148824355
0.4,2.266587576641657e-05,8852864.950558547,2.3745633361244237e-36,28.63277454745568,40.55069288812614
0.4,1.766231809832444e-05,8852864.950558547,2.020791727149201e-36,30.336490975201173,32.4458588329823
0.4,1.3825646876024814e-05,8852864.950558547,1.68510049768284e-36,32.039189800737645,25.96093137826682
0.4,1.0882855225859418e-05,8852864.950558547,1.3830688115501167e-36,33.740882344683214,20.772141107325712
0.4,8.580569590954429e-06,8852864.950558547,1.1201172737655087e-36,35.47438264314537,16.62043013386898
0.4,6.738800528355059e-06,8852864.950558547,8.965825519460408e-37,37.28067187038725,13.298518260950924
0.4,5.323662628199744e-06,8852864.950558547,7.124990854380426e-37,39.08242663454652,10.640554216251012
0.4,4.188929704199963e-06,8852864.950558547,5.621689802523466e-37,40.951208106118905,8.513835286554789
0.4,3.3346349485941957e-06,8852864.950558547,4.4220490155786926e-37,42.76628599357721,6.812181942166201
0.4,2.6412172141702703e-06,8852864.950558547,3.4591667852587543e-37,44.67617755584949,5.450636669758008
0.4,2.0994502964306537e-06,8852864.950558547,2.697490192075808e-37,46.61866112595233,4.3612223451952286
0.4,1.675783730851449e-06,8852864.950558547,2.1009591559360265e-37,48.54943443973102,3.489548376937518
0.4,1.3428461210931783e-06,8852864.950558547,1.6352687822464828e-37,50.46891274262696,2.7920951768035045
0.4,1.0798319166085205e-06,8852864.950558547,1.2723459695777776e-37,52.377496555486964,2.2340413813580957
0.4,8.811826829102032e-07,8852864.950558547,9.915028399776303e-38,54.17988402007651,1.7875253447965211
0.4,7.134983004995102e-07,8852864.950558547,7.707490191622747e-38,56.10417779819721,1.4302541058337517
0.4,5.846254342848829e-07,8852864.950558547,6.003209871144715e-38,57.91816423608221,1.144390379252029
0.4,4.787153501206873e-07,8852864.950558547,4.6768820626423575e-38,59.72743634107019,0.9156620035438856
0.4,3.9330096232361826e-07,8852864.950558547,3.6474639846185314e-38,61.48538805810043,0.7326493825315133
0.4,3.242063752402946e-07,8852864.950558547,2.8481154784737713e-38,63.1823437736433,0.5862153454509714
0.4,2.660853403532683e-07,8852864.950558547,2.2246138885765423e-38,64.87835709852861,0.4690489604383453
0.4,2.1877121991643676e-07,8852864.950558547,1.739576169260031e-38,66.51939837184561,0.3753005256439381
0.4,1.8085202739874955e-07,8852864.950558547,1.3624031805989357e-38,68.07483225941618,0.3002895143760382
0.4,1.4936010688568303e-07,8852864.950558547,1.0678585890435377e-38,69.59478343371015,0.2402708930116132
0.4,1.2320126527524262e-07,8852864.950558547,8.376563209182998e-39,71.07859415211772,0.19224814475641475
0.4,1.0168885623170958e-07,8852864.950558547,6.576744703046413e-39,72.5168287857076,0.15382366419430174
0.4,8.398829074272665e-08,8852864.950558547,5.166530409638799e-39,73.93370160042797,0.12307905335649172
0.4,7.02017540734675e-08,8852864.950558547,4.063725034630636e-39,75.27580081377563,0.09847934291823547
0.4,5.920700511455108e-08,8852864.950558547,3.1999581226050406e-39,76.54668165233223,0.07879635662712776
0.4,4.974691673484896e-08,8852864.950558547,2.5213017329640972e-39,77.78728497358016,0.06304739282089387
0.4,4.1762739770564845e-08,8852864.950558547,1.9920209403837816e-39,78.94720210748198,0.050446161620416936
