Cosine_th,Density (gr/cm3),Energy (GeV),Height (km),Rho (1/GeV/sr/s/cm2),Slant depth (gr/cm2)
0.0,4.5202228410440214e-08,15559004211.011234,78.38775510204081,5.376298059228847e-50,0.14844274457711568
0.0,4.5202228410440214e-08,20748265578.50289,78.38775510204081,1.7060081289508076e-51,0.14844274457711568
0.0,4.5202228410440214e-08,27668256829.150173,78.38775510204081,3.0236587527827584e-53,0.14844274457711568
0.0,4.5202228410440214e-08,36896213472.27101,78.38775510204081,1.781386609022159e-55,0.14844274457711568
0.0,4.5202228410440214e-08,49201891430.94656,78.38775510204081,2.6745589306634438e-58,0.14844274457711568
0.0,4.5202228410440214e-08,65611776726.140236,78.38775510204081,4.409242861631551e-62,0.14844274457711568
0.0,5.710678106862527e-08,0.7759999999999999,76.77551020408163,2.365588351755113e-26,0.20406879846836373
0.0,5.710678106862527e-08,0.9515284103374788,76.77551020408163,2.365588351755113e-26,0.20406879846836373
0.0,5.710678106862527e-08,1.1667607160816622,76.77551020408163,2.365588351755113e-26,0.20406879846836373
0.0,5.710678106862527e-08,1.5559004211011234,76.77551020408163,2.0420136284782124e-26,0.20406879846836373
0.0,5.710678106862527e-08,2.074826557850289,76.77551020408163,1.7995060763055747e-26,0.20406879846836373
0.0,5.710678106862527e-08,2.7668256829150173,76.77551020408163,1.5713291842970788e-26,0.20406879846836373
0.0,5.710678106862527e-08,3.689621347227101,76.77551020408163,1.1849860731643787e-26,0.20406879846836373
0.0,5.710678106862527e-08,4.920189143094657,76.77551020408163,7.439125981339176e-27,0.20406879846836373
0.0,5.710678106862527e-08,6.561177672614025,76.77551020408163,4.285806820280729e-27,0.20406879846836373
0.0,5.710678106862527e-08,8.749471046662281,76.77551020408163,2.575195426025167e-27,0.20406879846836373
0.0,5.710678106862527e-08,11.667607160816619,76.77551020408163,1.5579136479461091e-27,0.20406879846836373
0.0,5.710678106862527e-08,15.559004211011233,76.77551020408163,9.188159187700068e-28,0.20406879846836373
0.0,5.710678106862527e-08,20.748265578502885,76.77551020408163,5.358776070584892e-28,0.20406879846836373
0.0,5.710678106862527e-08,27.66825682915017,76.77551020408163,3.0280092232475607e-28,0.20406879846836373
0.0,5.710678106862527e-08,36.89621347227101,76.77551020408163,1.6496513101558142e-28,0.20406879846836373
0.0,5.710678106862527e-08,49.20189143094657,76.77551020408163,8.859240415612854e-29,0.20406879846836373
0.0,5.710678106862527e-08,65.61177672614025,76.77551020408163,4.856437160941556e-29,0.20406879846836373
0.0,5.710678106862527e-08,87.49471046662279,76.77551020408163,2.7659132310676755e-29,0.20406879846836373
0.0,5.710678106862527e-08,116.6760716081662,76.77551020408163,1.68250578014174e-29,0.20406879846836373
0.0,5.710678106862527e-08,155.59004211011234,76.77551020408163,1.054431562039347e-29,0.20406879846836373
0.0,5.710678106862527e-08,207.48265578502892,76.77551020408163,6.617850262632881e-30,0.20406879846836373
0.0,5.710678106862527e-08,276.68256829150175,76.77551020408163,4.149772174171216e-30,0.20406879846836373
0.0,5.710678106862527e-08,368.9621347227101,76.77551020408163,2.617852662006333e-30,0.20406879846836373
0.0,5.710678106862527e-08,492.0189143094657,76.77551020408163,1.6418162604622853e-30,0.20406879846836373
0.0,5.710678106862527e-08,656.1177672614024,76.77551020408163,1.0388614262245302e-30,0.20406879846836373
0.0,5.710678106862527e-08,874.9471046662279,76.77551020408163,6.503926731226019e-31,0.20406879846836373
0.0,5.710678106862527e-08,1166.760716081662,76.77551020408163,4.129367284743367e-31,0.20406879846836373
0.0,5.710678106862527e-08,1555.9004211011234,76.77551020408163,2.5889168927414876e-31,0.20406879846836373
0.0,5.710678106862527e-08,2074.8265578502887,76.77551020408163,1.6310155813468976e-31,0.20406879846836373
0.0,5.710678106862527e-08,2766.8256829150173,76.77551020408163,1.0281260221621805e-31,0.20406879846836373
0.0,5.710678106862527e-08,3689.6213472271006,76.77551020408163,6.480838778674277e-32,0.20406879846836373
0.0,5.710678106862527e-08,4920.189143094656,76.77551020408163,4.0891368673689825e-32,0.20406879846836373
0.0,5.710678106862527e-08,6561.177672614024,76.77551020408163,2.570406628089889e-32,0.20406879846836373
0.0,5.710678106862527e-08,8749.471046662278,76.77551020408163,1.6171300892709383e-32,0.20406879846836373
0.0,5.710678106862527e-08,11667.60716081662,76.77551020408163,1.0125694664742463e-32,0.20406879846836373
0.0,5.710678106862527e-08,15559.004211011234,76.77551020408163,6.357745941960238e-33,0.20406879846836373
0.0,5.710678106862527e-08,20748.26557850289,76.77551020408163,3.9648722517513336e-33,0.20406879846836373
0.0,5.710678106862527e-08,27668.25682915017,76.77551020408163,2.4669314188747923e-33,0.20406879846836373
0.0,5.710678106862527e-08,36896.213472271,76.77551020408163,1.5229164092696844e-33,0.20406879846836373
0.0,5.710678106862527e-08,49201.89143094656,76.77551020408163,9.340066241763984e-34,0.20406879846836373
0.0,5.710678106862527e-08,65611.77672614025,76.77551020408163,5.743479555337736e-34,0.20406879846836373
0.0,5.710678106862527e-08,87494.71046662277,76.77551020408163,3.474614935722424e-34,0.20406879846836373
0.0,5.710678106862527e-08,116676.0716081662,76.77551020408163,2.0867732817048168e-34,0.20406879846836373
0.0,5.710678106862527e-08,155590.04211011232,76.77551020408163,1.2328280168470247e-34,0.20406879846836373
0.0,5.710678106862527e-08,207482.6557850289,76.77551020408163,7.164224220521277e-35,0.20406879846836373
0.0,5.710678106862527e-08,276682.5682915017,76.77551020408163,4.1196835106896566e-35,0.20406879846836373
0.0,5.710678106862527e-08,368962.13472271006,76.77551020408163,2.3167908003090554e-35,0.20406879846836373
0.0,5.710678106862527e-08,492018.9143094657,76.77551020408163,1.2726588923734802e-35,0.20406879846836373
0.0,5.710678106862527e-08,656117.7672614024,76.77551020408163,6.957940012796857e-36,0.20406879846836373
0.0,5.710678106862527e-08,874947.1046662279,76.77551020408163,3.65303307644535e-36,0.20406879846836373
0.0,5.710678106862527e-08,1166760.716081662,76.77551020408163,1.884724719792614e-36,0.20406879846836373
0.0,5.710678106862527e-08,1555900.4211011238,76.77551020408163,9.547203748939084e-37,0.20406879846836373
0.0,5.710678106862527e-08,2074826.5578502887,76.77551020408163,4.803008534582498e-37,0.20406879846836373
0.0,5.710678106862527e-08,2766825.682915017,76.77551020408163,2.403376196049381e-37,0.20406879846836373
0.0,5.710678106862527e-08,3689621.347227101,76.77551020408163,1.194834947687015e-37,0.20406879846836373
0.0,5.710678106862527e-08,4920189.143094657,76.77551020408163,6.089263629031941e-38,0.20406879846836373
0.0,5.710678106862527e-08,6561177.672614025,76.77551020408163,3.101088223891625e-38,0.20406879846836373
0.0,5.710678106862527e-08,8749471.046662277,76.77551020408163,1.584544435851257e-38,0.20406879846836373
0.0,5.710678106862527e-08,11667607.16081662,76.77551020408163,8.337110138866019e-39,0.20406879846836373
0.0,5.710678106862527e-08,15559004.211011235,76.77551020408163,4.3580536950867406e-39,0.20406879846836373
0.0,5.710678106862527e-08,20748265.57850289,76.77551020408163,2.3428627913981904e-39,0.20406879846836373
0.0,5.710678106862527e-08,27668256.82915017,76.77551020408163,1.2903760724859434e-39,0.20406879846836373
0.0,5.710678106862527e-08,36896213.47227101,76.77551020408163,7.357482699370949e-40,0.20406879846836373
0.0,5.710678106862527e-08,49201891.43094657,76.77551020408163,4.307978044151692e-40,0.20406879846836373
0.0,5.710678106862527e-08,65611776.72614025,76.77551020408163,2.5621895080339466e-40,0.20406879846836373
0.0,5.710678106862527e-08,87494710.4666228,76.77551020408163,1.524873031510761e-40,0.20406879846836373
0.0,5.710678106862527e-08,116676071.60816622,76.77551020408163,8.93170812547053e-41,0.20406879846836373
0.0,5.710678106862527e-08,155590042.11011234,76.77551020408163,5.099631992692484e-41,0.20406879846836373
0.0,5.710678106862527e-08,207482655.7850289,76.77551020408163,2.8701345564458475e-41,0.20406879846836373
0.0,5.710678106862527e-08,276682568.29150176,76.77551020408163,1.5452528361903024e-41,0.20406879846836373
0.0,5.710678106862527e-08,368962134.7227101,76.77551020408163,8.00787745101518e-42,0.20406879846836373
0.0,5.710678106862527e-08,492018914.3094657,76.77551020408163,3.9445378578483076e-42,0.20406879846836373
0.0,5.710678106862527e-08,656117767.2614025,76.77551020408163,1.8509587329870144e-42,0.20406879846836373
0.0,5.710678106862527e-08,874947104.6662278,76.77551020408163,8.14340896204054e-43,0.20406879846836373
0.0,5.710678106862527e-08,1166760716.0816624,76.77551020408163,3.3213697936227885e-43,0.20406879846836373
0.0,5.710678106862527e-08,1555900421.1011233,76.77551020408163,1.2448975745386518e-43,0.20406879846836373
0.0,5.710678106862527e-08,2074826557.850289,76.77551020408163,4.1682765204920566e-44,0.20406879846836373
0.0,5.710678106862527e-08,2766825682.915017,76.77551020408163,1.2386792556829506e-44,0.20406879846836373
0.0,5.710678106862527e-08,3689621347.227101,76.77551020408163,3.149677983153274e-45,0.20406879846836373
0.0,5.710678106862527e-08,4920189143.094657,76.77551020408163,6.525557122012955e-46,0.20406879846836373
0.0,5.710678106862527e-08,6561177672.614025,76.77551020408163,1.0727431721045945e-46,0.20406879846836373
0.0,5.710678106862527e-08,8749471046.66228,76.77551020408163,1.4942811695557322e-47,0.20406879846836373
0.0,5.710678106862527e-08,11667607160.81662,76.77551020408163,1.3045384827255813e-48,0.20406879846836373
0.0,5.710678106862527e-08,15559004211.011234,76.77551020408163,7.459991240166026e-50,0.20406879846836373
0.0,5.710678106862527e-08,20748265578.50289,76.77551020408163,2.3671720224826566e-51,0.20406879846836373
0.0,5.710678106862527e-08,27668256829.150173,76.77551020408163,4.1954085997469e-53,0.20406879846836373
0.0,5.710678106862527e-08,36896213472.27101,76.77551020408163,2.4717030479507166e-55,0.20406879846836373
0.0,5.710678106862527e-08,49201891430.94656,76.77551020408163,3.7109172010229624e-58,0.20406879846836373
0.0,5.710678106862527e-08,65611776726.140236,76.77551020408163,6.117731898851859e-62,0.20406879846836373
0.0,7.104305226807443e-08,0.7759999999999999,75.16326530612245,3.1870181480030874e-26,0.27216398509129136
0.0,7.104305226807443e-08,0.9515284103374788,75.16326530612245,3.1870181480030874e-26,0.27216398509129136
0.0,7.104305226807443e-08,1.1667607160816622,75.16326530612245,3.1870181480030874e-26,0.27216398509129136
0.0,7.104305226807443e-08,1.5559004211011234,75.16326530612245,2.75108904545715e-26,0.27216398509129136
0.0,7.104305226807443e-08,2.074826557850289,75.16326530612245,2.4243749631545127e-26,0.27216398509129136
0.0,7.104305226807443e-08,2.7668256829150173,75.16326530612245,2.1169581655227596e-26,0.27216398509129136
0.0,7.104305226807443e-08,3.689621347227101,75.16326530612245,1.5964510872522038e-26,0.27216398509129136
0.0,7.104305226807443e-08,4.920189143094657,75.16326530612245,1.002217985029093e-26,0.27216398509129136
0.0,7.104305226807443e-08,6.561177672614025,75.16326530612245,5.773930210235535e-27,0.27216398509129136
0.0,7.104305226807443e-08,8.749471046662281,75.16326530612245,3.4693574074947745e-27,0.27216398509129136
0.0,7.104305226807443e-08,11.667607160816619,75.16326530612245,2.0988560315207193e-27,0.27216398509129136
0.0,7.104305226807443e-08,15.559004211011233,75.16326530612245,1.2378521808019425e-27,0.27216398509129136
0.0,7.104305226807443e-08,20.748265578502885,75.16326530612245,7.21950304107541e-28,0.27216398509129136
0.0,7.104305226807443e-08,27.66825682915017,75.16326530612245,4.079443576176467e-28,0.27216398509129136
0.0,7.104305226807443e-08,36.89621347227101,75.16326530612245,2.222482967303313e-28,0.27216398509129136
0.0,7.104305226807443e-08,49.20189143094657,75.16326530612245,1.1935636924695259e-28,0.27216398509129136
0.0,7.104305226807443e-08,65.61177672614025,75.16326530612245,6.542888828925576e-29,0.27216398509129136
0.0,7.104305226807443e-08,87.49471046662279,75.16326530612245,3.726427881346464e-29,0.27216398509129136
0.0,7.104305226807443e-08,116.6760716081662,75.16326530612245,2.2667960487583523e-29,0.27216398509129136
0.0,7.104305226807443e-08,155.59004211011234,75.16326530612245,1.4206121539858636e-29,0.27216398509129136
0.0,7.104305226807443e-08,207.48265578502892,75.16326530612245,8.916108807512484e-30,0.27216398509129136
0.0,7.104305226807443e-08,276.68256829150175,75.16326530612245,5.590929664441287e-30,0.27216398509129136
0.0,7.104305226807443e-08,368.9621347227101,75.16326530612245,3.5270050176966466e-30,0.27216398509129136
0.0,7.104305226807443e-08,492.0189143094657,75.16326530612245,2.212008234815196e-30,0.27216398509129136
0.0,7.104305226807443e-08,656.1177672614024,75.16326530612245,1.3996532648942723e-30,0.27216398509129136
0.0,7.104305226807443e-08,874.9471046662279,75.16326530612245,8.762727452826926e-31,0.27216398509129136
0.0,7.104305226807443e-08,1166.760716081662,75.16326530612245,5.563487677932474e-31,0.27216398509129136
0.0,7.104305226807443e-08,1555.9004211011234,75.16326530612245,3.4880419903561187e-31,0.27216398509129136
0.0,7.104305226807443e-08,2074.8265578502887,75.16326530612245,2.197461558036904e-31,0.27216398509129136
0.0,7.104305226807443e-08,2766.8256829150173,75.16326530612245,1.3851869540152903e-31,0.27216398509129136
0.0,7.104305226807443e-08,3689.6213472271006,75.16326530612245,8.731556383713964e-32,0.27216398509129136
0.0,7.104305226807443e-08,4920.189143094656,75.16326530612245,5.509221370759787e-32,0.27216398509129136
0.0,7.104305226807443e-08,6561.177672614024,75.16326530612245,3.463041266179087e-32,0.27216398509129136
0.0,7.104305226807443e-08,8749.471046662278,75.16326530612245,2.178701124865831e-32,0.27216398509129136
0.0,7.104305226807443e-08,11667.60716081662,75.16326530612245,1.3641865167431568e-32,0.27216398509129136
0.0,7.104305226807443e-08,15559.004211011234,75.16326530612245,8.565401510463338e-33,0.27216398509129136
0.0,7.104305226807443e-08,20748.26557850289,75.16326530612245,5.3415698182946325e-33,0.27216398509129136
0.0,7.104305226807443e-08,27668.25682915017,75.16326530612245,3.323466904813762e-33,0.27216398509129136
0.0,7.104305226807443e-08,36896.213472271,75.16326530612245,2.0516553037798635e-33,0.27216398509129136
0.0,7.104305226807443e-08,49201.89143094656,75.16326530612245,1.2582644543767062e-33,0.27216398509129136
0.0,7.104305226807443e-08,65611.77672614025,75.16326530612245,7.737300876888867e-34,0.27216398509129136
0.0,7.104305226807443e-08,87494.71046662277,75.16326530612245,4.680731785187147e-34,0.27216398509129136
0.0,7.104305226807443e-08,116676.0716081662,75.16326530612245,2.8110849619568067e-34,0.27216398509129136
0.0,7.104305226807443e-08,155590.04211011232,75.16326530612245,1.660706336810546e-34,0.27216398509129136
0.0,7.104305226807443e-08,207482.6557850289,75.16326530612245,9.650525241088428e-35,0.27216398509129136
0.0,7.104305226807443e-08,276682.5682915017,75.16326530612245,5.549278815875825e-35,0.27216398509129136
0.0,7.104305226807443e-08,368962.13472271006,75.16326530612245,3.120686941655852e-35,0.27216398509129136
0.0,7.104305226807443e-08,492018.9143094657,75.16326530612245,1.7142190554168086e-35,0.27216398509129136
0.0,7.104305226807443e-08,656117.7672614024,75.16326530612245,9.371876087319023e-36,0.27216398509129136
0.0,7.104305226807443e-08,874947.1046662279,75.16326530612245,4.920305048099851e-36,0.27216398509129136
0.0,7.104305226807443e-08,1166760.716081662,75.16326530612245,2.538512386373601e-36,0.27216398509129136
0.0,7.104305226807443e-08,1555900.4211011238,75.16326530612245,1.285881898648761e-36,0.27216398509129136
0.0,7.104305226807443e-08,2074826.5578502887,75.16326530612245,6.468922015913303e-37,0.27216398509129136
0.0,7.104305226807443e-08,2766825.682915017,75.16326530612245,3.2369391827291385e-37,0.27216398509129136
0.0,7.104305226807443e-08,3689621.347227101,75.16326530612245,1.6092202570552966e-37,0.27216398509129136
0.0,7.104305226807443e-08,4920189.143094657,75.16326530612245,8.201000847120421e-38,0.27216398509129136
0.0,7.104305226807443e-08,6561177.672614025,75.16326530612245,4.176484547534317e-38,0.27216398509129136
0.0,7.104305226807443e-08,8749471.046662277,75.16326530612245,2.134012596052041e-38,0.27216398509129136
0.0,7.104305226807443e-08,11667607.16081662,75.16326530612245,1.1228021597517304e-38,0.27216398509129136
0.0,7.104305226807443e-08,15559004.211011235,75.16326530612245,5.869170891023958e-39,0.27216398509129136
0.0,7.104305226807443e-08,20748265.57850289,75.16326530612245,3.15520316785109e-39,0.27216398509129136
0.0,7.104305226807443e-08,27668256.82915017,75.16326530612245,1.7377715535012966e-39,0.27216398509129136
0.0,7.104305226807443e-08,36896213.47227101,75.16326530612245,9.908319992787667e-40,0.27216398509129136
0.0,7.104305226807443e-08,49201891.43094657,75.16326530612245,5.8014538437524234e-40,0.27216398509129136
0.0,7.104305226807443e-08,65611776.72614025,75.16326530612245,3.450369688742157e-40,0.27216398509129136
0.0,7.104305226807443e-08,87494710.4666228,75.16326530612245,2.0534194336277702e-40,0.27216398509129136
0.0,7.104305226807443e-08,116676071.60816622,75.16326530612245,1.2027295299970836e-40,0.27216398509129136
0.0,7.104305226807443e-08,155590042.11011234,75.16326530612245,6.866912005193647e-41,0.27216398509129136
0.0,7.104305226807443e-08,207482655.7850289,75.16326530612245,3.864681163307463e-41,0.27216398509129136
0.0,7.104305226807443e-08,276682568.29150176,75.16326530612245,2.0806549304710482e-41,0.27216398509129136
0.0,7.104305226807443e-08,368962134.7227101,75.16326530612245,1.0782186687198973e-41,0.27216398509129136
0.0,7.104305226807443e-08,492018914.3094657,75.16326530612245,5.310980058939397e-42,0.27216398509129136
0.0,7.104305226807443e-08,656117767.2614025,75.16326530612245,2.4920965116019255e-42,0.27216398509129136
0.0,7.104305226807443e-08,874947104.6662278,75.16326530612245,1.0963866981874289e-42,0.27216398509129136
0.0,7.104305226807443e-08,1166760716.0816624,75.16326530612245,4.47161809448425e-43,0.27216398509129136
0.0,7.104305226807443e-08,1555900421.1011233,75.16326530612245,1.6759880042736903e-43,0.27216398509129136
0.0,7.104305226807443e-08,2074826557.850289,75.16326530612245,5.611570389507469e-44,0.27216398509129136
0.0,7.104305226807443e-08,2766825682.915017,75.16326530612245,1.6675460776515883e-44,0.27216398509129136
0.0,7.104305226807443e-08,3689621347.227101,75.16326530612245,4.2401070109115206e-45,0.27216398509129136
0.0,7.104305226807443e-08,4920189143.094657,75.16326530612245,8.784574160153838e-46,0.27216398509129136
0.0,7.104305226807443e-08,6561177672.614025,75.16326530612245,1.4440824450299724e-46,0.27216398509129136
0.0,7.104305226807443e-08,8749471046.66228,75.16326530612245,2.011497220192202e-47,0.27216398509129136
0.0,7.104305226807443e-08,11667607160.81662,75.16326530612245,1.7560517746927158e-48,0.27216398509129136
0.0,7.104305226807443e-08,15559004211.011234,75.16326530612245,1.0041828612190741e-49,0.27216398509129136
0.0,7.104305226807443e-08,20748265578.50289,75.16326530612245,3.1863732501591595e-51,0.27216398509129136
0.0,7.104305226807443e-08,27668256829.150173,75.16326530612245,5.647187872092732e-53,0.27216398509129136
0.0,7.104305226807443e-08,36896213472.27101,75.16326530612245,3.326979530198464e-55,0.27216398509129136
