Cosine_th,Density (gr/cm3),Energy (GeV),Height (km),Phi (1/GeV/sr/s/cm2),Slant depth (gr/cm2)
0.0,5.710678106862527e-08,20748265.57850289,76.77551020408163,5.095530826306357e-39,0.20406879846836373
0.0,5.710678106862527e-08,27668256.82915017,76.77551020408163,2.8703549318678374e-39,0.20406879846836373
0.0,5.710678106862527e-08,36896213.47227101,76.77551020408163,1.6296510701579845e-39,0.20406879846836373
0.0,5.710678106862527e-08,49201891.43094657,76.77551020408163,9.610510169735823e-40,0.20406879846836373
0.0,5.710678106862527e-08,65611776.72614025,76.77551020408163,5.792691948635606e-40,0.20406879846836373
0.0,5.710678106862527e-08,87494710.4666228,76.77551020408163,3.3718952432973686e-40,0.20406879846836373
0.0,5.710678106862527e-08,116676071.60816622,76.77551020408163,1.985551541097029e-40,0.20406879846836373
0.0,5.710678106862527e-08,155590042.11011234,76.77551020408163,1.1284537404732183e-40,0.20406879846836373
0.0,5.710678106862527e-08,207482655.7850289,76.77551020408163,6.157634468069241e-41,0.20406879846836373
0.0,5.710678106862527e-08,276682568.29150176,76.77551020408163,3.2977713171453787e-41,0.20406879846836373
0.0,5.710678106862527e-08,368962134.7227101,76.77551020408163,1.6749039799598476e-41,0.20406879846836373
0.0,5.710678106862527e-08,492018914.3094657,76.77551020408163,8.188421033147179e-42,0.20406879846836373
0.0,5.710678106862527e-08,656117767.2614025,76.77551020408163,3.745602802861019e-42,0.20406879846836373
0.0,5.710678106862527e-08,874947104.6662278,76.77551020408163,1.6076169388694755e-42,0.20406879846836373
0.0,5.710678106862527e-08,1166760716.0816624,76.77551020408163,6.310884859188519e-43,0.20406879846836373
0.0,5.710678106862527e-08,1555900421.1011233,76.77551020408163,2.261328191412253e-43,0.20406879846836373
0.0,5.710678106862527e-08,2074826557.850289,76.77551020408163,6.920717480098472e-44,0.20406879846836373
0.0,5.710678106862527e-08,2766825682.915017,76.77551020408163,2.048787994456518e-44,0.20406879846836373
0.0,5.710678106862527e-08,3689621347.227101,76.77551020408163,4.6316330236094056e-45,0.20406879846836373
0.0,5.710678106862527e-08,4920189143.094657,76.77551020408163,9.014455513593114e-46,0.20406879846836373
0.0,5.710678106862527e-08,6561177672.614025,76.77551020408163,1.1688472153146247e-46,0.20406879846836373
0.0,5.710678106862527e-08,8749471046.66228,76.77551020408163,1.1800910899897471e-47,0.20406879846836373
0.0,5.710678106862527e-08,11667607160.81662,76.77551020408163,1.2462307410106813e-48,0.20406879846836373
0.0,5.710678106862527e-08,15559004211.011234,76.77551020408163,4.0528383193006875e-50,0.20406879846836373
0.0,5.710678106862527e-08,20748265578.50289,76.77551020408163,5.583178132143057e-52,0.20406879846836373
0.0,5.710678106862527e-08,27668256829.150173,76.77551020408163,5.635334582185622e-54,0.20406879846836373
0.0,5.710678106862527e-08,36896213472.27101,76.77551020408163,4.7055322760735914e-57,0.20406879846836373
0.0,5.710678106862527e-08,49201891430.94656,76.77551020408163,3.354990978628406e-58,0.20406879846836373
0.0,5.710678106862527e-08,65611776726.140236,76.77551020408163,6.171165636380432e-62,0.20406879846836373
0.0,7.104305226807443e-08,1.0190000000000001,75.16326530612245,8.392835288894462e-29,0.27216398509129136
0.0,7.104305226807443e-08,1.090380286728999,75.16326530612245,8.392835288894462e-29,0.27216398509129136
0.0,7.104305226807443e-08,1.1667607160816622,75.16326530612245,8.392835288894462e-29,0.27216398509129136
0.0,7.104305226807443e-08,1.5559004211011234,75.16326530612245,7.346719310956253e-28,0.27216398509129136
0.0,7.104305226807443e-08,2.074826557850289,75.16326530612245,2.1006848989176782e-27,0.27216398509129136
0.0,7.104305226807443e-08,2.7668256829150173,75.16326530612245,4.016161516119131e-27,0.27216398509129136
0.0,7.104305226807443e-08,3.689621347227101,75.16326530612245,4.8130039486994566e-27,0.27216398509129136
0.0,7.104305226807443e-08,4.920189143094657,75.16326530612245,4.033373510836707e-27,0.27216398509129136
0.0,7.104305226807443e-08,6.561177672614025,75.16326530612245,2.7761367793015598e-27,0.27216398509129136
0.0,7.104305226807443e-08,8.749471046662281,75.16326530612245,2.0948675618082157e-27,0.27216398509129136
0.0,7.104305226807443e-08,11.667607160816619,75.16326530612245,2.0563292488775775e-27,0.27216398509129136
0.0,7.104305226807443e-08,15.559004211011233,75.16326530612245,1.523613871030631e-27,0.27216398509129136
0.0,7.104305226807443e-08,20.748265578502885,75.16326530612245,9.572635568258188e-28,0.27216398509129136
0.0,7.104305226807443e-08,27.66825682915017,75.16326530612245,6.106747826249223e-28,0.27216398509129136
0.0,7.104305226807443e-08,36.89621347227101,75.16326530612245,3.8822949188901115e-28,0.27216398509129136
0.0,7.104305226807443e-08,49.20189143094657,75.16326530612245,2.4465409833597157e-28,0.27216398509129136
0.0,7.104305226807443e-08,65.61177672614025,75.16326530612245,1.543183552750915e-28,0.27216398509129136
0.0,7.104305226807443e-08,87.49471046662279,75.16326530612245,9.526679888900106e-29,0.27216398509129136
0.0,7.104305226807443e-08,116.6760716081662,75.16326530612245,5.892065465941313e-29,0.27216398509129136
0.0,7.104305226807443e-08,155.59004211011234,75.16326530612245,3.556966060133277e-29,0.27216398509129136
0.0,7.104305226807443e-08,207.48265578502892,75.16326530612245,2.2445653521677198e-29,0.27216398509129136
0.0,7.104305226807443e-08,276.68256829150175,75.16326530612245,1.3874055705558175e-29,0.27216398509129136
0.0,7.104305226807443e-08,368.9621347227101,75.16326530612245,8.61730453409101e-30,0.27216398509129136
0.0,7.104305226807443e-08,492.0189143094657,75.16326530612245,5.3684241744848685e-30,0.27216398509129136
0.0,7.104305226807443e-08,656.1177672614024,75.16326530612245,3.3634473972655764e-30,0.27216398509129136
0.0,7.104305226807443e-08,874.9471046662279,75.16326530612245,2.095755431417914e-30,0.27216398509129136
0.0,7.104305226807443e-08,1166.760716081662,75.16326530612245,1.3212803686259227e-30,0.27216398509129136
0.0,7.104305226807443e-08,1555.9004211011234,75.16326530612245,8.32084482410665e-31,0.27216398509129136
0.0,7.104305226807443e-08,2074.8265578502887,75.16326530612245,5.232020034437564e-31,0.27216398509129136
0.0,7.104305226807443e-08,2766.8256829150173,75.16326530612245,3.284466351952658e-31,0.27216398509129136
0.0,7.104305226807443e-08,3689.6213472271006,75.16326530612245,2.0692729313528727e-31,0.27216398509129136
0.0,7.104305226807443e-08,4920.189143094656,75.16326530612245,1.2947753106314845e-31,0.27216398509129136
0.0,7.104305226807443e-08,6561.177672614024,75.16326530612245,8.177943901671829e-32,0.27216398509129136
0.0,7.104305226807443e-08,8749.471046662278,75.16326530612245,5.114242224820723e-32,0.27216398509129136
0.0,7.104305226807443e-08,11667.60716081662,75.16326530612245,3.1673900205827564e-32,0.27216398509129136
0.0,7.104305226807443e-08,15559.004211011234,75.16326530612245,1.992075933630601e-32,0.27216398509129136
0.0,7.104305226807443e-08,20748.26557850289,75.16326530612245,1.2341230768044866e-32,0.27216398509129136
0.0,7.104305226807443e-08,27668.25682915017,75.16326530612245,7.728826903481405e-33,0.27216398509129136
0.0,7.104305226807443e-08,36896.213472271,75.16326530612245,4.741473681708768e-33,0.27216398509129136
0.0,7.104305226807443e-08,49201.89143094656,75.16326530612245,2.943420459736003e-33,0.27216398509129136
0.0,7.104305226807443e-08,65611.77672614025,75.16326530612245,1.7951384618478032e-33,0.27216398509129136
0.0,7.104305226807443e-08,87494.71046662277,75.16326530612245,1.078055391341169e-33,0.27216398509129136
0.0,7.104305226807443e-08,116676.0716081662,75.16326530612245,6.424456448631979e-34,0.27216398509129136
0.0,7.104305226807443e-08,155590.04211011232,75.16326530612245,3.773313182379765e-34,0.27216398509129136
0.0,7.104305226807443e-08,207482.6557850289,75.16326530612245,2.1992077089423687e-34,0.27216398509129136
0.0,7.104305226807443e-08,276682.5682915017,75.16326530612245,1.2404569730411984e-34,0.27216398509129136
0.0,7.104305226807443e-08,368962.13472271006,75.16326530612245,7.025149678281195e-35,0.27216398509129136
0.0,7.104305226807443e-08,492018.9143094657,75.16326530612245,3.82237669448891e-35,0.27216398509129136
0.0,7.104305226807443e-08,656117.7672614024,75.16326530612245,2.0567578134191047e-35,0.27216398509129136
0.0,7.104305226807443e-08,874947.1046662279,75.16326530612245,1.0818607847325931e-35,0.27216398509129136
0.0,7.104305226807443e-08,1166760.716081662,75.16326530612245,5.5658993222438166e-36,0.27216398509129136
0.0,7.104305226807443e-08,1555900.4211011238,75.16326530612245,2.7578941186339258e-36,0.27216398509129136
0.0,7.104305226807443e-08,2074826.5578502887,75.16326530612245,1.3821413668943792e-36,0.27216398509129136
0.0,7.104305226807443e-08,2766825.682915017,75.16326530612245,6.913857216417758e-37,0.27216398509129136
0.0,7.104305226807443e-08,3689621.347227101,75.16326530612245,3.4776072601404127e-37,0.27216398509129136
0.0,7.104305226807443e-08,4920189.143094657,75.16326530612245,1.7610403239496971e-37,0.27216398509129136
0.0,7.104305226807443e-08,6561177.672614025,75.16326530612245,9.052769745056579e-38,0.27216398509129136
0.0,7.104305226807443e-08,8749471.046662277,75.16326530612245,4.724798991387666e-38,0.27216398509129136
0.0,7.104305226807443e-08,11667607.16081662,75.16326530612245,2.472180428713467e-38,0.27216398509129136
0.0,7.104305226807443e-08,15559004.211011235,75.16326530612245,1.273104592218415e-38,0.27216398509129136
0.0,7.104305226807443e-08,20748265.57850289,75.16326530612245,6.861959859653679e-39,0.27216398509129136
0.0,7.104305226807443e-08,27668256.82915017,75.16326530612245,3.865355823006653e-39,0.27216398509129136
0.0,7.104305226807443e-08,36896213.47227101,75.16326530612245,2.194536208400305e-39,0.27216398509129136
0.0,7.104305226807443e-08,49201891.43094657,75.16326530612245,1.2941566236176395e-39,0.27216398509129136
0.0,7.104305226807443e-08,65611776.72614025,75.16326530612245,7.800302227230642e-40,0.27216398509129136
0.0,7.104305226807443e-08,87494710.4666228,75.16326530612245,4.540415824923868e-40,0.27216398509129136
0.0,7.104305226807443e-08,116676071.60816622,75.16326530612245,2.673574879182683e-40,0.27216398509129136
0.0,7.104305226807443e-08,155590042.11011234,75.16326530612245,1.5194437271555096e-40,0.27216398509129136
0.0,7.104305226807443e-08,207482655.7850289,75.16326530612245,8.290951562585715e-41,0.27216398509129136
0.0,7.104305226807443e-08,276682568.29150176,75.16326530612245,4.440179352814078e-41,0.27216398509129136
0.0,7.104305226807443e-08,368962134.7227101,75.16326530612245,2.2550687675192196e-41,0.27216398509129136
0.0,7.104305226807443e-08,492018914.3094657,75.16326530612245,1.1024506885272153e-41,0.27216398509129136
0.0,7.104305226807443e-08,656117767.2614025,75.16326530612245,5.042788192366986e-42,0.27216398509129136
0.0,7.104305226807443e-08,874947104.6662278,75.16326530612245,2.1643206553329502e-42,0.27216398509129136
0.0,7.104305226807443e-08,1166760716.0816624,75.16326530612245,8.496098389939336e-43,0.27216398509129136
0.0,7.104305226807443e-08,1555900421.1011233,75.16326530612245,3.0442719948652582e-43,0.27216398509129136
0.0,7.104305226807443e-08,2074826557.850289,75.16326530612245,9.316717279520059e-44,0.27216398509129136
0.0,7.104305226807443e-08,2766825682.915017,75.16326530612245,2.758028759658312e-44,0.27216398509129136
0.0,7.104305226807443e-08,3689621347.227101,75.16326530612245,6.234884182335277e-45,0.27216398509129136
0.0,7.104305226807443e-08,4920189143.094657,75.16326530612245,1.2134597500561674e-45,0.27216398509129136
0.0,7.104305226807443e-08,6561177672.614025,75.16326530612245,1.573399263912786e-46,0.27216398509129136
0.0,7.104305226807443e-08,8749471046.66228,75.16326530612245,1.5885199060182163e-47,0.27216398509129136
0.0,7.104305226807443e-08,11667607160.81662,75.16326530612245,1.6775106555923424e-48,0.27216398509129136
0.0,7.104305226807443e-08,15559004211.011234,75.16326530612245,5.455376061890237e-50,0.27216398509129136
0.0,7.104305226807443e-08,20748265578.50289,75.16326530612245,7.515571488467386e-52,0.27216398509129136
0.0,7.104305226807443e-08,27668256829.150173,75.16326530612245,7.585832744679192e-54,0.27216398509129136
0.0,7.104305226807443e-08,36896213472.27101,75.16326530612245,6.34012082505643e-57,0.27216398509129136
0.0,7.104305226807443e-08,49201891430.94656,75.16326530612245,4.515582817154864e-58,0.27216398509129136
