Cosine_th,Density (gr/cm3),Energy (GeV),Height (km),Omega (1/GeV/sr/s/cm2),Slant depth (gr/cm2)
0.0,4.5202228410440214e-08,20748265.57850289,78.38775510204081,2.9340914813013627e-38,0.14844274457711568
0.0,4.5202228410440214e-08,27668256.82915017,78.38775510204081,1.620011380319283e-38,0.14844274457711568
0.0,4.5202228410440214e-08,36896213.47227101,78.38775510204081,9.192309443947269e-39,0.14844274457711568
0.0,4.5202228410440214e-08,49201891.43094657,78.38775510204081,5.3914864896198294e-39,0.14844274457711568
0.0,4.5202228410440214e-08,65611776.72614025,78.38775510204081,3.199144635443982e-39,0.14844274457711568
0.0,4.5202228410440214e-08,87494710.4666228,78.38775510204081,1.914210021073329e-39,0.14844274457711568
0.0,4.5202228410440214e-08,116676071.60816622,78.38775510204081,1.1174247256310538e-39,0.14844274457711568
0.0,4.5202228410440214e-08,155590042.11011234,78.38775510204081,6.440859292744295e-40,0.14844274457711568
0.0,4.5202228410440214e-08,207482655.7850289,78.38775510204081,3.591733683977467e-40,0.14844274457711568
0.0,4.5202228410440214e-08,276682568.29150176,78.38775510204081,1.9387401239498364e-40,0.14844274457711568
0.0,4.5202228410440214e-08,368962134.7227101,78.38775510204081,1.0131816113610269e-40,0.14844274457711568
0.0,4.5202228410440214e-08,492018914.3094657,78.38775510204081,4.984767889758423e-41,0.14844274457711568
0.0,4.5202228410440214e-08,656117767.2614025,78.38775510204081,2.3494999888221226e-41,0.14844274457711568
0.0,4.5202228410440214e-08,874947104.6662278,78.38775510204081,1.0282649506029832e-41,0.14844274457711568
0.0,4.5202228410440214e-08,1166760716.0816624,78.38775510204081,4.2303170509166594e-42,0.14844274457711568
0.0,4.5202228410440214e-08,1555900421.1011233,78.38775510204081,1.550036378108635e-42,0.14844274457711568
0.0,4.5202228410440214e-08,2074826557.850289,78.38775510204081,5.304157820229743e-43,0.14844274457711568
0.0,4.5202228410440214e-08,2766825682.915017,78.38775510204081,1.6012388564635611e-43,0.14844274457711568
0.0,4.5202228410440214e-08,3689621347.227101,78.38775510204081,3.9999303672800314e-44,0.14844274457711568
0.0,4.5202228410440214e-08,4920189143.094657,78.38775510204081,8.434097737234481e-45,0.14844274457711568
0.0,4.5202228410440214e-08,6561177672.614025,78.38775510204081,1.3937375284219094e-45,0.14844274457711568
0.0,4.5202228410440214e-08,8749471046.66228,78.38775510204081,1.8243834784691366e-46,0.14844274457711568
0.0,4.5202228410440214e-08,11667607160.81662,78.38775510204081,1.6053177452795866e-47,0.14844274457711568
0.0,4.5202228410440214e-08,15559004211.011234,78.38775510204081,9.0816202730625e-49,0.14844274457711568
0.0,4.5202228410440214e-08,20748265578.50289,78.38775510204081,3.386277895317844e-50,0.14844274457711568
0.0,4.5202228410440214e-08,27668256829.150173,78.38775510204081,5.738536047841798e-52,0.14844274457711568
0.0,4.5202228410440214e-08,36896213472.27101,78.38775510204081,2.821501923748258e-54,0.14844274457711568
0.0,4.5202228410440214e-08,49201891430.94656,78.38775510204081,4.720948738564345e-57,0.14844274457711568
0.0,4.5202228410440214e-08,65611776726.140236,78.38775510204081,9.26114579627887e-61,0.14844274457711568
0.0,5.710678106862527e-08,0.7829999999999999,76.77551020408163,2.1742551027775227e-25,0.20406879846836373
0.0,5.710678106862527e-08,0.9558104627445452,76.77551020408163,2.1742551027775227e-25,0.20406879846836373
0.0,5.710678106862527e-08,1.1667607160816622,76.77551020408163,2.1742551027775227e-25,0.20406879846836373
0.0,5.710678106862527e-08,1.5559004211011234,76.77551020408163,2.721377311878459e-25,0.20406879846836373
0.0,5.710678106862527e-08,2.074826557850289,76.77551020408163,2.7458700098644053e-25,0.20406879846836373
0.0,5.710678106862527e-08,2.7668256829150173,76.77551020408163,2.5153375586199046e-25,0.20406879846836373
0.0,5.710678106862527e-08,3.689621347227101,76.77551020408163,1.962796910719915e-25,0.20406879846836373
0.0,5.710678106862527e-08,4.920189143094657,76.77551020408163,1.246685949886233e-25,0.20406879846836373
0.0,5.710678106862527e-08,6.561177672614025,76.77551020408163,7.272802709409483e-26,0.20406879846836373
0.0,5.710678106862527e-08,8.749471046662281,76.77551020408163,4.391968879683191e-26,0.20406879846836373
0.0,5.710678106862527e-08,11.667607160816619,76.77551020408163,2.6444128333168255e-26,0.20406879846836373
0.0,5.710678106862527e-08,15.559004211011233,76.77551020408163,1.5704034996277175e-26,0.20406879846836373
0.0,5.710678106862527e-08,20.748265578502885,76.77551020408163,9.139224103905576e-27,0.20406879846836373
0.0,5.710678106862527e-08,27.66825682915017,76.77551020408163,5.166050795903615e-27,0.20406879846836373
0.0,5.710678106862527e-08,36.89621347227101,76.77551020408163,2.8258720343276517e-27,0.20406879846836373
0.0,5.710678106862527e-08,49.20189143094657,76.77551020408163,1.5129154635149758e-27,0.20406879846836373
0.0,5.710678106862527e-08,65.61177672614025,76.77551020408163,8.314760695726266e-28,0.20406879846836373
0.0,5.710678106862527e-08,87.49471046662279,76.77551020408163,4.7684030365445385e-28,0.20406879846836373
0.0,5.710678106862527e-08,116.6760716081662,76.77551020408163,2.8926642072145667e-28,0.20406879846836373
0.0,5.710678106862527e-08,155.59004211011234,76.77551020408163,1.809866183704746e-28,0.20406879846836373
0.0,5.710678106862527e-08,207.48265578502892,76.77551020408163,1.1359439654230815e-28,0.20406879846836373
0.0,5.710678106862527e-08,276.68256829150175,76.77551020408163,7.161439395382792e-29,0.20406879846836373
0.0,5.710678106862527e-08,368.9621347227101,76.77551020408163,4.5073291727897153e-29,0.20406879846836373
0.0,5.710678106862527e-08,492.0189143094657,76.77551020408163,2.8443578686781483e-29,0.20406879846836373
0.0,5.710678106862527e-08,656.1177672614024,76.77551020408163,1.7824704076688697e-29,0.20406879846836373
0.0,5.710678106862527e-08,874.9471046662279,76.77551020408163,1.1243153812955832e-29,0.20406879846836373
0.0,5.710678106862527e-08,1166.760716081662,76.77551020408163,7.069828756657302e-30,0.20406879846836373
0.0,5.710678106862527e-08,1555.9004211011234,76.77551020408163,4.4794856058539486e-30,0.20406879846836373
0.0,5.710678106862527e-08,2074.8265578502887,76.77551020408163,2.823513122949712e-30,0.20406879846836373
0.0,5.710678106862527e-08,2766.8256829150173,76.77551020408163,1.777530661714141e-30,0.20406879846836373
0.0,5.710678106862527e-08,3689.6213472271006,76.77551020408163,1.1218427504778374e-30,0.20406879846836373
0.0,5.710678106862527e-08,4920.189143094656,76.77551020408163,7.068668334272032e-31,0.20406879846836373
0.0,5.710678106862527e-08,6561.177672614024,76.77551020408163,4.441501681150746e-31,0.20406879846836373
0.0,5.710678106862527e-08,8749.471046662278,76.77551020408163,2.796067590038598e-31,0.20406879846836373
0.0,5.710678106862527e-08,11667.60716081662,76.77551020408163,1.7536865522043115e-31,0.20406879846836373
0.0,5.710678106862527e-08,15559.004211011234,76.77551020408163,1.101663085841002e-31,0.20406879846836373
0.0,5.710678106862527e-08,20748.26557850289,76.77551020408163,6.866282057939482e-32,0.20406879846836373
0.0,5.710678106862527e-08,27668.25682915017,76.77551020408163,4.2690887200092794e-32,0.20406879846836373
0.0,5.710678106862527e-08,36896.213472271,76.77551020408163,2.640264721280831e-32,0.20406879846836373
0.0,5.710678106862527e-08,49201.89143094656,76.77551020408163,1.6250725220717237e-32,0.20406879846836373
0.0,5.710678106862527e-08,65611.77672614025,76.77551020408163,9.926727866698647e-33,0.20406879846836373
0.0,5.710678106862527e-08,87494.71046662277,76.77551020408163,6.037020527954093e-33,0.20406879846836373
0.0,5.710678106862527e-08,116676.0716081662,76.77551020408163,3.605158506142779e-33,0.20406879846836373
0.0,5.710678106862527e-08,155590.04211011232,76.77551020408163,2.1329664833490396e-33,0.20406879846836373
0.0,5.710678106862527e-08,207482.6557850289,76.77551020408163,1.2518276773773274e-33,0.20406879846836373
0.0,5.710678106862527e-08,276682.5682915017,76.77551020408163,7.17597058268188e-34,0.20406879846836373
0.0,5.710678106862527e-08,368962.13472271006,76.77551020408163,4.052802021734918e-34,0.20406879846836373
0.0,5.710678106862527e-08,492018.9143094657,76.77551020408163,2.243117204485859e-34,0.20406879846836373
0.0,5.710678106862527e-08,656117.7672614024,76.77551020408163,1.2083292974646387e-34,0.20406879846836373
0.0,5.710678106862527e-08,874947.1046662279,76.77551020408163,6.392367668229577e-35,0.20406879846836373
0.0,5.710678106862527e-08,1166760.716081662,76.77551020408163,3.3189268955918943e-35,0.20406879846836373
0.0,5.710678106862527e-08,1555900.4211011238,76.77551020408163,1.6739741119310094e-35,0.20406879846836373
0.0,5.710678106862527e-08,2074826.5578502887,76.77551020408163,8.332773945846383e-36,0.20406879846836373
0.0,5.710678106862527e-08,2766825.682915017,76.77551020408163,4.18254824673533e-36,0.20406879846836373
0.0,5.710678106862527e-08,3689621.347227101,76.77551020408163,2.0980785433521917e-36,0.20406879846836373
0.0,5.710678106862527e-08,4920189.143094657,76.77551020408163,1.053988807670622e-36,0.20406879846836373
0.0,5.710678106862527e-08,6561177.672614025,76.77551020408163,5.442769640198443e-37,0.20406879846836373
0.0,5.710678106862527e-08,8749471.046662277,76.77551020408163,2.7952463519981317e-37,0.20406879846836373
0.0,5.710678106862527e-08,11667607.16081662,76.77551020408163,1.450442525971475e-37,0.20406879846836373
0.0,5.710678106862527e-08,15559004.211011235,76.77551020408163,7.653434723520217e-38,0.20406879846836373
0.0,5.710678106862527e-08,20748265.57850289,76.77551020408163,4.0726426128652215e-38,0.20406879846836373
0.0,5.710678106862527e-08,27668256.82915017,76.77551020408163,2.2486249689576505e-38,0.20406879846836373
0.0,5.710678106862527e-08,36896213.47227101,76.77551020408163,1.2759072247228724e-38,0.20406879846836373
0.0,5.710678106862527e-08,49201891.43094657,76.77551020408163,7.483364769767781e-39,0.20406879846836373
0.0,5.710678106862527e-08,65611776.72614025,76.77551020408163,4.440329238928065e-39,0.20406879846836373
0.0,5.710678106862527e-08,87494710.4666228,76.77551020408163,2.6568251348685926e-39,0.20406879846836373
0.0,5.710678106862527e-08,116676071.60816622,76.77551020408163,1.5508985784000123e-39,0.20406879846836373
0.0,5.710678106862527e-08,155590042.11011234,76.77551020408163,8.939239039293033e-40,0.20406879846836373
0.0,5.710678106862527e-08,207482655.7850289,76.77551020408163,4.984851480506075e-40,0.20406879846836373
0.0,5.710678106862527e-08,276682568.29150176,76.77551020408163,2.6906626524300437e-40,0.20406879846836373
0.0,5.710678106862527e-08,368962134.7227101,76.77551020408163,1.4061071630885541e-40,0.20406879846836373
0.0,5.710678106862527e-08,492018914.3094657,76.77551020408163,6.917795078491387e-41,0.20406879846836373
0.0,5.710678106862527e-08,656117767.2614025,76.77551020408163,3.260543585961676e-41,0.20406879846836373
0.0,5.710678106862527e-08,874947104.6662278,76.77551020408163,1.4269588098822566e-41,0.20406879846836373
0.0,5.710678106862527e-08,1166760716.0816624,76.77551020408163,5.870449800473784e-42,0.20406879846836373
0.0,5.710678106862527e-08,1555900421.1011233,76.77551020408163,2.1509618528976524e-42,0.20406879846836373
0.0,5.710678106862527e-08,2074826557.850289,76.77551020408163,7.360369551209354e-43,0.20406879846836373
0.0,5.710678106862527e-08,2766825682.915017,76.77551020408163,2.2219373490773552e-43,0.20406879846836373
0.0,5.710678106862527e-08,3689621347.227101,76.77551020408163,5.550360668672745e-44,0.20406879846836373
0.0,5.710678106862527e-08,4920189143.094657,76.77551020408163,1.1703096850171928e-44,0.20406879846836373
0.0,5.710678106862527e-08,6561177672.614025,76.77551020408163,1.933912348520884e-45,0.20406879846836373
0.0,5.710678106862527e-08,8749471046.66228,76.77551020408163,2.531426623246226e-46,0.20406879846836373
0.0,5.710678106862527e-08,11667607160.81662,76.77551020408163,2.2274335429794253e-47,0.20406879846836373
0.0,5.710678106862527e-08,15559004211.011234,76.77551020408163,1.2600878296565398e-48,0.20406879846836373
0.0,5.710678106862527e-08,20748265578.50289,76.77551020408163,4.698441387406641e-50,0.20406879846836373
0.0,5.710678106862527e-08,27668256829.150173,76.77551020408163,7.96207840168604e-52,0.20406879846836373
0.0,5.710678106862527e-08,36896213472.27101,76.77551020408163,3.9147247694490504e-54,0.20406879846836373
0.0,5.710678106862527e-08,49201891430.94656,76.77551020408163,6.550015375636898e-57,0.20406879846836373
0.0,5.710678106862527e-08,65611776726.140236,76.77551020408163,1.284906354913494e-60,0.20406879846836373
0.0,7.104305226807443e-08,0.7829999999999999,75.16326530612245,2.9292632253415143e-25,0.27216398509129136
0.0,7.104305226807443e-08,0.9558104627445452,75.16326530612245,2.9292632253415143e-25,0.27216398509129136
0.0,7.104305226807443e-08,1.1667607160816622,75.16326530612245,2.9292632253415143e-25,0.27216398509129136
0.0,7.104305226807443e-08,1.5559004211011234,75.16326530612245,3.666367703282252e-25,0.27216398509129136
0.0,7.104305226807443e-08,2.074826557850289,75.16326530612245,3.699361214455488e-25,0.27216398509129136
0.0,7.104305226807443e-08,2.7668256829150173,75.16326530612245,3.3887650764006837e-25,0.27216398509129136
0.0,7.104305226807443e-08,3.689621347227101,75.16326530612245,2.644343039809366e-25,0.27216398509129136
0.0,7.104305226807443e-08,4.920189143094657,75.16326530612245,1.679567075293371e-25,0.27216398509129136
0.0,7.104305226807443e-08,6.561177672614025,75.16326530612245,9.798074584841344e-26,0.27216398509129136
0.0,7.104305226807443e-08,8.749471046662281,75.16326530612245,5.916952472302653e-26,0.27216398509129136
0.0,7.104305226807443e-08,11.667607160816619,75.16326530612245,3.5626122251049276e-26,0.27216398509129136
0.0,7.104305226807443e-08,15.559004211011233,75.16326530612245,2.115687085098211e-26,0.27216398509129136
0.0,7.104305226807443e-08,20.748265578502885,75.16326530612245,1.2312631495692401e-26,0.27216398509129136
0.0,7.104305226807443e-08,27.66825682915017,75.16326530612245,6.959886236600375e-27,0.27216398509129136
0.0,7.104305226807443e-08,36.89621347227101,75.16326530612245,3.8071348241173905e-27,0.27216398509129136
0.0,7.104305226807443e-08,49.20189143094657,75.16326530612245,2.0382750196069496e-27,0.27216398509129136
0.0,7.104305226807443e-08,65.61177672614025,75.16326530612245,1.1202103952924113e-27,0.27216398509129136
0.0,7.104305226807443e-08,87.49471046662279,75.16326530612245,6.424269548381193e-28,0.27216398509129136
0.0,7.104305226807443e-08,116.6760716081662,75.16326530612245,3.897167354033252e-28,0.27216398509129136
0.0,7.104305226807443e-08,155.59004211011234,75.16326530612245,2.4383578820090046e-28,0.27216398509129136
0.0,7.104305226807443e-08,207.48265578502892,75.16326530612245,1.5304102093983886e-28,0.27216398509129136
0.0,7.104305226807443e-08,276.68256829150175,75.16326530612245,9.648303501783429e-29,0.27216398509129136
0.0,7.104305226807443e-08,368.9621347227101,75.16326530612245,6.072527365782539e-29,0.27216398509129136
0.0,7.104305226807443e-08,492.0189143094657,75.16326530612245,3.8320730229470923e-29,0.27216398509129136
0.0,7.104305226807443e-08,656.1177672614024,75.16326530612245,2.4014360139196008e-29,0.27216398509129136
0.0,7.104305226807443e-08,874.9471046662279,75.16326530612245,1.5147319911633908e-29,0.27216398509129136
0.0,7.104305226807443e-08,1166.760716081662,75.16326530612245,9.524785412394257e-30,0.27216398509129136
0.0,7.104305226807443e-08,1555.9004211011234,75.16326530612245,6.0349368345229965e-30,0.27216398509129136
0.0,7.104305226807443e-08,2074.8265578502887,75.16326530612245,3.803930276990198e-30,0.27216398509129136
0.0,7.104305226807443e-08,2766.8256829150173,75.16326530612245,2.3947363611637402e-30,0.27216398509129136
0.0,7.104305226807443e-08,3689.6213472271006,75.16326530612245,1.5113675970006062e-30,0.27216398509129136
0.0,7.104305226807443e-08,4920.189143094656,75.16326530612245,9.522982961363942e-31,0.27216398509129136
0.0,7.104305226807443e-08,6561.177672614024,75.16326530612245,5.983590822418931e-31,0.27216398509129136
0.0,7.104305226807443e-08,8749.471046662278,75.16326530612245,3.766829254807411e-31,0.27216398509129136
0.0,7.104305226807443e-08,11667.60716081662,75.16326530612245,2.3625224192457427e-31,0.27216398509129136
0.0,7.104305226807443e-08,15559.004211011234,75.16326530612245,1.4841165802357574e-31,0.27216398509129136
0.0,7.104305226807443e-08,20748.26557850289,75.16326530612245,9.249872028566086e-32,0.27216398509129136
0.0,7.104305226807443e-08,27668.25682915017,75.16326530612245,5.751004459689138e-32,0.27216398509129136
0.0,7.104305226807443e-08,36896.213472271,75.16326530612245,3.556721332141515e-32,0.27216398509129136
0.0,7.104305226807443e-08,49201.89143094656,75.16326530612245,2.1891150475053238e-32,0.27216398509129136
0.0,7.104305226807443e-08,65611.77672614025,75.16326530612245,1.3371951005469703e-32,0.27216398509129136
0.0,7.104305226807443e-08,87494.71046662277,75.16326530612245,8.132120238999107e-33,0.27216398509129136
0.0,7.104305226807443e-08,116676.0716081662,75.16326530612245,4.856213397113283e-33,0.27216398509129136
0.0,7.104305226807443e-08,155590.04211011232,75.16326530612245,2.873089422763496e-33,0.27216398509129136
0.0,7.104305226807443e-08,207482.6557850289,75.16326530612245,1.6861688256833498e-33,0.27216398509129136
0.0,7.104305226807443e-08,276682.5682915017,75.16326530612245,9.665591456083776e-34,0.27216398509129136
0.0,7.104305226807443e-08,368962.13472271006,75.16326530612245,5.458760023367288e-34,0.27216398509129136
0.0,7.104305226807443e-08,492018.9143094657,75.16326530612245,3.021214338662207e-34,0.27216398509129136
0.0,7.104305226807443e-08,656117.7672614024,75.16326530612245,1.6274485364048334e-34,0.27216398509129136
0.0,7.104305226807443e-08,874947.1046662279,75.16326530612245,8.609469310431039e-35,0.27216398509129136
0.0,7.104305226807443e-08,1166760.716081662,75.16326530612245,4.4699763343922596e-35,0.27216398509129136
0.0,7.104305226807443e-08,1555900.4211011238,75.16326530612245,2.2544978286658197e-35,0.27216398509129136
0.0,7.104305226807443e-08,2074826.5578502887,75.16326530612245,1.1222373082337372e-35,0.27216398509129136
0.0,7.104305226807443e-08,2766825.682915017,75.16326530612245,5.632875202290901e-36,0.27216398509129136
0.0,7.104305226807443e-08,3689621.347227101,75.16326530612245,2.8255648087565556e-36,0.27216398509129136
0.0,7.104305226807443e-08,4920189.143094657,75.16326530612245,1.4194310903401242e-36,0.27216398509129136
0.0,7.104305226807443e-08,6561177.672614025,75.16326530612245,7.329808356897295e-37,0.27216398509129136
0.0,7.104305226807443e-08,8749471.046662277,75.16326530612245,3.7643300944522884e-37,0.27216398509129136
0.0,7.104305226807443e-08,11667607.16081662,75.16326530612245,1.9532762294848077e-37,0.27216398509129136
0.0,7.104305226807443e-08,15559004.211011235,75.16326530612245,1.0306598357856535e-37,0.27216398509129136
0.0,7.104305226807443e-08,20748265.57850289,75.16326530612245,5.484430847757886e-38,0.27216398509129136
0.0,7.104305226807443e-08,27668256.82915017,75.16326530612245,3.02808302044109e-38,0.27216398509129136
0.0,7.104305226807443e-08,36896213.47227101,75.16326530612245,1.7181628837732982e-38,0.27216398509129136
0.0,7.104305226807443e-08,49201891.43094657,75.16326530612245,1.0077080403173094e-38,0.27216398509129136
0.0,7.104305226807443e-08,65611776.72614025,75.16326530612245,5.979216718446325e-39,0.27216398509129136
0.0,7.104305226807443e-08,87494710.4666228,75.16326530612245,3.5775227734559547e-39,0.27216398509129136
0.0,7.104305226807443e-08,116676071.60816622,75.16326530612245,2.088299170988637e-39,0.27216398509129136
0.0,7.104305226807443e-08,155590042.11011234,75.16326530612245,1.2036483030837877e-39,0.27216398509129136
0.0,7.104305226807443e-08,207482655.7850289,75.16326530612245,6.7118261667435e-40,0.27216398509129136
0.0,7.104305226807443e-08,276682568.29150176,75.16326530612245,3.6227418711665896e-40,0.27216398509129136
0.0,7.104305226807443e-08,368962134.7227101,75.16326530612245,1.893154761808325e-40,0.27216398509129136
0.0,7.104305226807443e-08,492018914.3094657,75.16326530612245,9.313762198813988e-41,0.27216398509129136
0.0,7.104305226807443e-08,656117767.2614025,75.16326530612245,4.389726241894686e-41,0.27216398509129136
0.0,7.104305226807443e-08,874947104.6662278,75.16326530612245,1.921095155640779e-41,0.27216398509129136
0.0,7.104305226807443e-08,1166760716.0816624,75.16326530612245,7.903129427319333e-42,0.27216398509129136
0.0,7.104305226807443e-08,1555900421.1011233,75.16326530612245,2.8956833384995604e-42,0.27216398509129136
0.0,7.104305226807443e-08,2074826557.850289,75.16326530612245,9.90851640068012e-43,0.27216398509129136
0.0,7.104305226807443e-08,2766825682.915017,75.16326530612245,2.991104927957048e-43,0.27216398509129136
0.0,7.104305226807443e-08,3689621347.227101,75.16326530612245,7.471582209643215e-44,0.27216398509129136
0.0,7.104305226807443e-08,4920189143.094657,75.16326530612245,1.575375505791922e-44,0.27216398509129136
0.0,7.104305226807443e-08,6561177672.614025,75.16326530612245,2.603228374139553e-45,0.27216398509129136
0.0,7.104305226807443e-08,8749471046.66228,75.16326530612245,3.40747573321471e-46,0.27216398509129136
0.0,7.104305226807443e-08,11667607160.81662,75.16326530612245,2.9982337974837584e-47,0.27216398509129136
0.0,7.104305226807443e-08,15559004211.011234,75.16326530612245,1.696109476196266e-48,0.27216398509129136
0.0,7.104305226807443e-08,20748265578.50289,75.16326530612245,6.3241070608355085e-50,0.27216398509129136
0.0,7.104305226807443e-08,27668256829.150173,75.16326530612245,1.0716788239230348e-51,0.27216398509129136
0.0,7.104305226807443e-08,36896213472.27101,75.16326530612245,5.269070177404822e-54,0.27216398509129136
