Cosine_th,Density (gr/cm3),Energy (GeV),Height (km),Pi0 (1/GeV/sr/s/cm2),Slant depth (gr/cm2)
0.0,4.5202228410440214e-08,4920189.143094657,78.38775510204081,1.3931206582854567e-29,0.14844274457711568
0.0,4.5202228410440214e-08,6561177.672614025,78.38775510204081,7.031382195298337e-30,0.14844274457711568
0.0,4.5202228410440214e-08,8749471.046662277,78.38775510204081,3.591105821859396e-30,0.14844274457711568
0.0,4.5202228410440214e-08,11667607.16081662,78.38775510204081,1.833605806025956e-30,0.14844274457711568
0.0,4.5202228410440214e-08,15559004.211011235,78.38775510204081,9.41848053216889e-31,0.14844274457711568
0.0,4.5202228410440214e-08,20748265.57850289,78.38775510204081,4.89992232088609e-31,0.14844274457711568
0.0,4.5202228410440214e-08,27668256.82915017,78.38775510204081,2.5955055964863453e-31,0.14844274457711568
0.0,4.5202228410440214e-08,36896213.47227101,78.38775510204081,1.4179249253128178e-31,0.14844274457711568
0.0,4.5202228410440214e-08,49201891.43094657,78.38775510204081,8.042493682005287e-32,0.14844274457711568
0.0,4.5202228410440214e-08,65611776.72614025,78.38775510204081,4.711904671964935e-32,0.14844274457711568
0.0,4.5202228410440214e-08,87494710.4666228,78.38775510204081,2.8399340796084283e-32,0.14844274457711568
0.0,4.5202228410440214e-08,116676071.60816622,78.38775510204081,1.699196472141404e-32,0.14844274457711568
0.0,4.5202228410440214e-08,155590042.11011234,78.38775510204081,1.0065003325518085e-32,0.14844274457711568
0.0,4.5202228410440214e-08,207482655.7850289,78.38775510204081,5.8343216167339804e-33,0.14844274457711568
0.0,4.5202228410440214e-08,276682568.29150176,78.38775510204081,3.2819740600785835e-33,0.14844274457711568
0.0,4.5202228410440214e-08,368962134.7227101,78.38775510204081,1.7787606513821113e-33,0.14844274457711568
0.0,4.5202228410440214e-08,492018914.3094657,78.38775510204081,9.210183096203792e-34,0.14844274457711568
0.0,4.5202228410440214e-08,656117767.2614025,78.38775510204081,4.525334617945151e-34,0.14844274457711568
0.0,4.5202228410440214e-08,874947104.6662278,78.38775510204081,2.1038800537910298e-34,0.14844274457711568
0.0,4.5202228410440214e-08,1166760716.0816624,78.38775510204081,9.226610510326501e-35,0.14844274457711568
0.0,4.5202228410440214e-08,1555900421.1011233,78.38775510204081,3.6772746822646393e-35,0.14844274457711568
0.0,4.5202228410440214e-08,2074826557.850289,78.38775510204081,1.328397727588049e-35,0.14844274457711568
0.0,4.5202228410440214e-08,2766825682.915017,78.38775510204081,4.316640647045149e-36,0.14844274457711568
0.0,4.5202228410440214e-08,3689621347.227101,78.38775510204081,1.1811417715664392e-36,0.14844274457711568
0.0,4.5202228410440214e-08,4920189143.094657,78.38775510204081,2.791752311537898e-37,0.14844274457711568
0.0,4.5202228410440214e-08,6561177672.614025,78.38775510204081,5.130203500950723e-38,0.14844274457711568
0.0,4.5202228410440214e-08,8749471046.66228,78.38775510204081,6.94982245202075e-39,0.14844274457711568
0.0,4.5202228410440214e-08,11667607160.81662,78.38775510204081,6.340614354759787e-40,0.14844274457711568
0.0,4.5202228410440214e-08,15559004211.011234,78.38775510204081,3.6595610871135076e-41,0.14844274457711568
0.0,4.5202228410440214e-08,20748265578.50289,78.38775510204081,1.1648555389285467e-42,0.14844274457711568
0.0,4.5202228410440214e-08,27668256829.150173,78.38775510204081,1.8099602533747562e-44,0.14844274457711568
0.0,4.5202228410440214e-08,36896213472.27101,78.38775510204081,1.0335337690296943e-46,0.14844274457711568
0.0,4.5202228410440214e-08,49201891430.94656,78.38775510204081,1.0754149426876425e-49,0.14844274457711568
0.0,4.5202228410440214e-08,65611776726.140236,78.38775510204081,1.7838480190369763e-53,0.14844274457711568
0.0,5.710678106862527e-08,0.13497,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,0.1933576412988638,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,0.2770036115333783,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,0.3968345925565738,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,0.5685041179709177,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,0.8144373958623964,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,1.1667607160816622,76.77551020408163,4.209277161485691e-18,0.20406879846836373
0.0,5.710678106862527e-08,1.5559004211011234,76.77551020408163,3.087753449562488e-18,0.20406879846836373
0.0,5.710678106862527e-08,2.074826557850289,76.77551020408163,2.4285688792999297e-18,0.20406879846836373
0.0,5.710678106862527e-08,2.7668256829150173,76.77551020408163,2.1002603105299198e-18,0.20406879846836373
0.0,5.710678106862527e-08,3.689621347227101,76.77551020408163,1.5624092166999436e-18,0.20406879846836373
0.0,5.710678106862527e-08,4.920189143094657,76.77551020408163,9.973100645814895e-19,0.20406879846836373
0.0,5.710678106862527e-08,6.561177672614025,76.77551020408163,5.789370136235847e-19,0.20406879846836373
0.0,5.710678106862527e-08,8.749471046662281,76.77551020408163,3.5751180058834996e-19,0.20406879846836373
0.0,5.710678106862527e-08,11.667607160816619,76.77551020408163,2.297417260550146e-19,0.20406879846836373
0.0,5.710678106862527e-08,15.559004211011233,76.77551020408163,1.4552894178953204e-19,0.20406879846836373
0.0,5.710678106862527e-08,20.748265578502885,76.77551020408163,9.278911507091519e-20,0.20406879846836373
0.0,5.710678106862527e-08,27.66825682915017,76.77551020408163,5.975626156980621e-20,0.20406879846836373
0.0,5.710678106862527e-08,36.89621347227101,76.77551020408163,3.827747481984047e-20,0.20406879846836373
0.0,5.710678106862527e-08,49.20189143094657,76.77551020408163,2.4024054519347434e-20,0.20406879846836373
0.0,5.710678106862527e-08,65.61177672614025,76.77551020408163,1.4919889358153783e-20,0.20406879846836373
0.0,5.710678106862527e-08,87.49471046662279,76.77551020408163,9.127893993970627e-21,0.20406879846836373
0.0,5.710678106862527e-08,116.6760716081662,76.77551020408163,5.5631643612273815e-21,0.20406879846836373
0.0,5.710678106862527e-08,155.59004211011234,76.77551020408163,3.4055366422705295e-21,0.20406879846836373
0.0,5.710678106862527e-08,207.48265578502892,76.77551020408163,2.0928851008730592e-21,0.20406879846836373
0.0,5.710678106862527e-08,276.68256829150175,76.77551020408163,1.2848429815649366e-21,0.20406879846836373
0.0,5.710678106862527e-08,368.9621347227101,76.77551020408163,7.977990229734076e-22,0.20406879846836373
0.0,5.710678106862527e-08,492.0189143094657,76.77551020408163,4.939779225208647e-22,0.20406879846836373
0.0,5.710678106862527e-08,656.1177672614024,76.77551020408163,3.078973696035586e-22,0.20406879846836373
0.0,5.710678106862527e-08,874.9471046662279,76.77551020408163,1.9117022476610725e-22,0.20406879846836373
0.0,5.710678106862527e-08,1166.760716081662,76.77551020408163,1.1917786191582026e-22,0.20406879846836373
0.0,5.710678106862527e-08,1555.9004211011234,76.77551020408163,7.443617022731127e-23,0.20406879846836373
0.0,5.710678106862527e-08,2074.8265578502887,76.77551020408163,4.656994293123269e-23,0.20406879846836373
0.0,5.710678106862527e-08,2766.8256829150173,76.77551020408163,2.911828297229711e-23,0.20406879846836373
0.0,5.710678106862527e-08,3689.6213472271006,76.77551020408163,1.8220025738379424e-23,0.20406879846836373
0.0,5.710678106862527e-08,4920.189143094656,76.77551020408163,1.1399769940685749e-23,0.20406879846836373
0.0,5.710678106862527e-08,6561.177672614024,76.77551020408163,7.11214853921529e-24,0.20406879846836373
0.0,5.710678106862527e-08,8749.471046662278,76.77551020408163,4.4591902051313356e-24,0.20406879846836373
0.0,5.710678106862527e-08,11667.60716081662,76.77551020408163,2.791308290877622e-24,0.20406879846836373
0.0,5.710678106862527e-08,15559.004211011234,76.77551020408163,1.7398774154810103e-24,0.20406879846836373
0.0,5.710678106862527e-08,20748.26557850289,76.77551020408163,1.083435204168079e-24,0.20406879846836373
0.0,5.710678106862527e-08,27668.25682915017,76.77551020408163,6.759223288281772e-25,0.20406879846836373
0.0,5.710678106862527e-08,36896.213472271,76.77551020408163,4.181225842133681e-25,0.20406879846836373
0.0,5.710678106862527e-08,49201.89143094656,76.77551020408163,2.5824545041433666e-25,0.20406879846836373
0.0,5.710678106862527e-08,65611.77672614025,76.77551020408163,1.5836576538276593e-25,0.20406879846836373
0.0,5.710678106862527e-08,87494.71046662277,76.77551020408163,9.62981179588388e-26,0.20406879846836373
0.0,5.710678106862527e-08,116676.0716081662,76.77551020408163,5.847956426287572e-26,0.20406879846836373
0.0,5.710678106862527e-08,155590.04211011232,76.77551020408163,3.49622160980868e-26,0.20406879846836373
0.0,5.710678106862527e-08,207482.6557850289,76.77551020408163,2.0668803501456718e-26,0.20406879846836373
0.0,5.710678106862527e-08,276682.5682915017,76.77551020408163,1.209036737549547e-26,0.20406879846836373
0.0,5.710678106862527e-08,368962.13472271006,76.77551020408163,6.958812520936272e-27,0.20406879846836373
0.0,5.710678106862527e-08,492018.9143094657,76.77551020408163,3.9306488083494e-27,0.20406879846836373
0.0,5.710678106862527e-08,656117.7672614024,76.77551020408163,2.15770819504582e-27,0.20406879846836373
0.0,5.710678106862527e-08,874947.1046662279,76.77551020408163,1.1630454291651034e-27,0.20406879846836373
0.0,5.710678106862527e-08,1166760.716081662,76.77551020408163,6.099110831777705e-28,0.20406879846836373
0.0,5.710678106862527e-08,1555900.4211011238,76.77551020408163,3.139735793894851e-28,0.20406879846836373
0.0,5.710678106862527e-08,2074826.5578502887,76.77551020408163,1.5798929050606297e-28,0.20406879846836373
0.0,5.710678106862527e-08,2766825.682915017,76.77551020408163,7.870568969617187e-29,0.20406879846836373
0.0,5.710678106862527e-08,3689621.347227101,76.77551020408163,3.888634740958584e-29,0.20406879846836373
0.0,5.710678106862527e-08,4920189.143094657,76.77551020408163,1.933761394764596e-29,0.20406879846836373
0.0,5.710678106862527e-08,6561177.672614025,76.77551020408163,9.760006506693663e-30,0.20406879846836373
0.0,5.710678106862527e-08,8749471.046662277,76.77551020408163,4.984629398810433e-30,0.20406879846836373
0.0,5.710678106862527e-08,11667607.16081662,76.77551020408163,2.545107752684729e-30,0.20406879846836373
0.0,5.710678106862527e-08,15559004.211011235,76.77551020408163,1.3073050486358286e-30,0.20406879846836373
0.0,5.710678106862527e-08,20748265.57850289,76.77551020408163,6.8011397019916e-31,0.20406879846836373
0.0,5.710678106862527e-08,27668256.82915017,76.77551020408163,3.602559444961995e-31,0.20406879846836373
0.0,5.710678106862527e-08,36896213.47227101,76.77551020408163,1.968062891097612e-31,0.20406879846836373
0.0,5.710678106862527e-08,49201891.43094657,76.77551020408163,1.1162771518920098e-31,0.20406879846836373
0.0,5.710678106862527e-08,65611776.72614025,76.77551020408163,6.539917569209387e-32,0.20406879846836373
0.0,5.710678106862527e-08,87494710.4666228,76.77551020408163,3.9416452624859173e-32,0.20406879846836373
0.0,5.710678106862527e-08,116676071.60816622,76.77551020408163,2.3583369474559576e-32,0.20406879846836373
0.0,5.710678106862527e-08,155590042.11011234,76.77551020408163,1.3969123229348044e-32,0.20406879846836373
0.0,5.710678106862527e-08,207482655.7850289,76.77551020408163,8.097271108727227e-33,0.20406879846836373
0.0,5.710678106862527e-08,276682568.29150176,76.77551020408163,4.554880086312118e-33,0.20406879846836373
0.0,5.710678106862527e-08,368962134.7227101,76.77551020408163,2.4686151365584848e-33,0.20406879846836373
0.0,5.710678106862527e-08,492018914.3094657,76.77551020408163,1.2782002766951533e-33,0.20406879846836373
0.0,5.710678106862527e-08,656117767.2614025,76.77551020408163,6.280253691318378e-34,0.20406879846836373
0.0,5.710678106862527e-08,874947104.6662278,76.77551020408163,2.919743398263628e-34,0.20406879846836373
0.0,5.710678106862527e-08,1166760716.0816624,76.77551020408163,1.280456645545733e-34,0.20406879846836373
0.0,5.710678106862527e-08,1555900421.1011233,76.77551020408163,5.103291548007975e-35,0.20406879846836373
0.0,5.710678106862527e-08,2074826557.850289,76.77551020408163,1.843560141854104e-35,0.20406879846836373
0.0,5.710678106862527e-08,2766825682.915017,76.77551020408163,5.9907918647577024e-36,0.20406879846836373
0.0,5.710678106862527e-08,3689621347.227101,76.77551020408163,1.639289162926553e-36,0.20406879846836373
0.0,5.710678106862527e-08,4920189143.094657,76.77551020408163,3.874873205396941e-37,0.20406879846836373
0.0,5.710678106862527e-08,6561177672.614025,76.77551020408163,7.122199110615429e-38,0.20406879846836373
0.0,5.710678106862527e-08,8749471046.66228,76.77551020408163,9.660535246620791e-39,0.20406879846836373
0.0,5.710678106862527e-08,11667607160.81662,76.77551020408163,8.859601851929859e-40,0.20406879846836373
0.0,5.710678106862527e-08,15559004211.011234,76.77551020408163,5.18801882191003e-41,0.20406879846836373
0.0,5.710678106862527e-08,20748265578.50289,76.77551020408163,1.7001301252383258e-42,0.20406879846836373
0.0,5.710678106862527e-08,27668256829.150173,76.77551020408163,2.7634557140420833e-44,0.20406879846836373
0.0,5.710678106862527e-08,36896213472.27101,76.77551020408163,1.6707232100018532e-46,0.20406879846836373
0.0,5.710678106862527e-08,49201891430.94656,76.77551020408163,1.850044063359269e-49,0.20406879846836373
0.0,5.710678106862527e-08,65611776726.140236,76.77551020408163,3.261178666191162e-53,0.20406879846836373
0.0,7.104305226807443e-08,0.13497,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,0.1933576412988638,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,0.2770036115333783,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,0.3968345925565738,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,0.5685041179709177,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,0.8144373958623964,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,1.1667607160816622,75.16326530612245,5.6713062958127046e-18,0.27216398509129136
0.0,7.104305226807443e-08,1.5559004211011234,75.16326530612245,4.160095715245456e-18,0.27216398509129136
0.0,7.104305226807443e-08,2.074826557850289,75.16326530612245,3.271906777451223e-18,0.27216398509129136
0.0,7.104305226807443e-08,2.7668256829150173,75.16326530612245,2.8295666796966973e-18,0.27216398509129136
0.0,7.104305226807443e-08,3.689621347227101,75.16326530612245,2.1049310286875167e-18,0.27216398509129136
0.0,7.104305226807443e-08,4.920189143094657,75.16326530612245,1.3436023362799164e-18,0.27216398509129136
0.0,7.104305226807443e-08,6.561177672614025,75.16326530612245,7.799570437829916e-19,0.27216398509129136
0.0,7.104305226807443e-08,8.749471046662281,75.16326530612245,4.816482667839924e-19,0.27216398509129136
0.0,7.104305226807443e-08,11.667607160816619,75.16326530612245,3.0951393823202103e-19,0.27216398509129136
0.0,7.104305226807443e-08,15.559004211011233,75.16326530612245,1.9606085685565546e-19,0.27216398509129136
0.0,7.104305226807443e-08,20.748265578502885,75.16326530612245,1.2500864420191214e-19,0.27216398509129136
0.0,7.104305226807443e-08,27.66825682915017,75.16326530612245,8.050594104428079e-20,0.27216398509129136
0.0,7.104305226807443e-08,36.89621347227101,75.16326530612245,5.156904521453732e-20,0.27216398509129136
0.0,7.104305226807443e-08,49.20189143094657,75.16326530612245,3.236631161208922e-20,0.27216398509129136
0.0,7.104305226807443e-08,65.61177672614025,75.16326530612245,2.0100793501778972e-20,0.27216398509129136
0.0,7.104305226807443e-08,87.49471046662279,75.16326530612245,1.2297541840139762e-20,0.27216398509129136
0.0,7.104305226807443e-08,116.6760716081662,75.16326530612245,7.494959882137238e-21,0.27216398509129136
0.0,7.104305226807443e-08,155.59004211011234,75.16326530612245,4.588094662620516e-21,0.27216398509129136
0.0,7.104305226807443e-08,207.48265578502892,75.16326530612245,2.8196258482890446e-21,0.27216398509129136
0.0,7.104305226807443e-08,276.68256829150175,75.16326530612245,1.730993080446925e-21,0.27216398509129136
0.0,7.104305226807443e-08,368.9621347227101,75.16326530612245,1.0748248153507158e-21,0.27216398509129136
0.0,7.104305226807443e-08,492.0189143094657,75.16326530612245,6.655037843446098e-22,0.27216398509129136
0.0,7.104305226807443e-08,656.1177672614024,75.16326530612245,4.1480836522168227e-22,0.27216398509129136
0.0,7.104305226807443e-08,874.9471046662279,75.16326530612245,2.575492113133116e-22,0.27216398509129136
0.0,7.104305226807443e-08,1166.760716081662,75.16326530612245,1.605586549902387e-22,0.27216398509129136
0.0,7.104305226807443e-08,1555.9004211011234,75.16326530612245,1.0028134353932969e-22,0.27216398509129136
0.0,7.104305226807443e-08,2074.8265578502887,75.16326530612245,6.273928632948885e-23,0.27216398509129136
0.0,7.104305226807443e-08,2766.8256829150173,75.16326530612245,3.922809532197109e-23,0.27216398509129136
0.0,7.104305226807443e-08,3689.6213472271006,75.16326530612245,2.4545837542910387e-23,0.27216398509129136
0.0,7.104305226807443e-08,4920.189143094656,75.16326530612245,1.535755767575572e-23,0.27216398509129136
0.0,7.104305226807443e-08,6561.177672614024,75.16326530612245,9.581278295545645e-24,0.27216398509129136
0.0,7.104305226807443e-08,8749.471046662278,75.16326530612245,6.007238130603271e-24,0.27216398509129136
0.0,7.104305226807443e-08,11667.60716081662,75.16326530612245,3.760300566627201e-24,0.27216398509129136
0.0,7.104305226807443e-08,15559.004211011234,75.16326530612245,2.3438447127249436e-24,0.27216398509129136
0.0,7.104305226807443e-08,20748.26557850289,75.16326530612245,1.4595138795983118e-24,0.27216398509129136
0.0,7.104305226807443e-08,27668.25682915017,75.16326530612245,9.105351436524799e-25,0.27216398509129136
0.0,7.104305226807443e-08,36896.213472271,75.16326530612245,5.632454698493727e-25,0.27216398509129136
0.0,7.104305226807443e-08,49201.89143094656,75.16326530612245,3.4787289176851247e-25,0.27216398509129136
0.0,7.104305226807443e-08,65611.77672614025,75.16326530612245,2.1332533519001726e-25,0.27216398509129136
0.0,7.104305226807443e-08,87494.71046662277,75.16326530612245,1.2971550226227974e-25,0.27216398509129136
0.0,7.104305226807443e-08,116676.0716081662,75.16326530612245,7.877177280487602e-26,0.27216398509129136
0.0,7.104305226807443e-08,155590.04211011232,75.16326530612245,4.7093113983141993e-26,0.27216398509129136
0.0,7.104305226807443e-08,207482.6557850289,75.16326530612245,2.783976543107061e-26,0.27216398509129136
0.0,7.104305226807443e-08,276682.5682915017,75.16326530612245,1.6284750828868142e-26,0.27216398509129136
0.0,7.104305226807443e-08,368962.13472271006,75.16326530612245,9.37276825951954e-27,0.27216398509129136
0.0,7.104305226807443e-08,492018.9143094657,75.16326530612245,5.294050610618727e-27,0.27216398509129136
0.0,7.104305226807443e-08,656117.7672614024,75.16326530612245,2.906088158138052e-27,0.27216398509129136
0.0,7.104305226807443e-08,874947.1046662279,75.16326530612245,1.5664095624776036e-27,0.27216398509129136
0.0,7.104305226807443e-08,1166760.716081662,75.16326530612245,8.214249386453498e-28,0.27216398509129136
0.0,7.104305226807443e-08,1555900.4211011238,75.16326530612245,4.2285112002440025e-28,0.27216398509129136
0.0,7.104305226807443e-08,2074826.5578502887,75.16326530612245,2.12772493126133e-28,0.27216398509129136
0.0,7.104305226807443e-08,2766825.682915017,75.16326530612245,1.0599557454734923e-28,0.27216398509129136
0.0,7.104305226807443e-08,3689621.347227101,75.16326530612245,5.236884074732728e-29,0.27216398509129136
0.0,7.104305226807443e-08,4920189.143094657,75.16326530612245,2.6041923759169364e-29,0.27216398509129136
0.0,7.104305226807443e-08,6561177.672614025,75.16326530612245,1.3143612314552477e-29,0.27216398509129136
0.0,7.104305226807443e-08,8749471.046662277,75.16326530612245,6.71262028909493e-30,0.27216398509129136
0.0,7.104305226807443e-08,11667607.16081662,75.16326530612245,3.427365269936173e-30,0.27216398509129136
0.0,7.104305226807443e-08,15559004.211011235,75.16326530612245,1.7604625135430116e-30,0.27216398509129136
0.0,7.104305226807443e-08,20748265.57850289,75.16326530612245,9.158577150141755e-31,0.27216398509129136
0.0,7.104305226807443e-08,27668256.82915017,75.16326530612245,4.8512601930338775e-31,0.27216398509129136
0.0,7.104305226807443e-08,36896213.47227101,75.16326530612245,2.6502064418797734e-31,0.27216398509129136
0.0,7.104305226807443e-08,49201891.43094657,75.16326530612245,1.5031745244628074e-31,0.27216398509129136
0.0,7.104305226807443e-08,65611776.72614025,75.16326530612245,8.80654634593982e-32,0.27216398509129136
0.0,7.104305226807443e-08,87494710.4666228,75.16326530612245,5.307702734552608e-32,0.27216398509129136
0.0,7.104305226807443e-08,116676071.60816622,75.16326530612245,3.175639564763955e-32,0.27216398509129136
0.0,7.104305226807443e-08,155590042.11011234,75.16326530612245,1.8810156499395043e-32,0.27216398509129136
0.0,7.104305226807443e-08,207482655.7850289,75.16326530612245,1.0903405818366156e-32,0.27216398509129136
0.0,7.104305226807443e-08,276682568.29150176,75.16326530612245,6.133439379474985e-33,0.27216398509129136
0.0,7.104305226807443e-08,368962134.7227101,75.16326530612245,3.3242122161265376e-33,0.27216398509129136
0.0,7.104305226807443e-08,492018914.3094657,75.16326530612245,1.7212681191958445e-33,0.27216398509129136
0.0,7.104305226807443e-08,656117767.2614025,75.16326530612245,8.457642346664179e-34,0.27216398509129136
0.0,7.104305226807443e-08,874947104.6662278,75.16326530612245,3.9323328589354495e-34,0.27216398509129136
0.0,7.104305226807443e-08,1166760716.0816624,75.16326530612245,1.724719565382603e-34,0.27216398509129136
