0.01	1.e-8	0.006775073011166214
0.01	1.0272275691833045e-8	0.007343441474810387
0.01	1.0551964788902405e-8	0.00795948382347234
0.01	1.0839269140212039e-8	0.008627198069917548
0.01	1.113439609062362e-8	0.009350917403651475
0.01	1.143755863049539e-8	0.010135338270705913
0.01	1.1748975549395302e-8	0.010985550883333991
0.01	1.2068871593999416e-8	0.011907072162325652
0.01	1.2397477630289453e-8	0.012905881438932626
0.01	1.273503081016663e-8	0.013988459339683335
0.01	1.308177474260193e-8	0.015161829712544447
0.01	1.3437959669446527e-8	0.016433605112393546
0.01	1.3803842646028838e-8	0.017812036181479442
0.01	1.4179687726669037e-8	0.01930606503535713
0.01	1.4565766155244572e-8	0.02092538330481573
0.01	1.4962356560944326e-8	0.022680494833387188
0.01	1.5369745159352708e-8	0.024582783734574388
0.01	1.5788225959008745e-8	0.02664458811386163
0.01	1.6218100973589297e-8	0.02887928002996379
0.01	1.665968043986952e-8	0.03130135196649963
0.01	1.711328304161781e-8	0.033926510773166725
0.01	1.757923613958693e-8	0.03677177945530723
0.01	1.805787600776718e-8	0.03985560706356051
0.01	1.8549548076072193e-8	0.04319798848976545
0.01	1.9054607179632482e-8	0.04682059355068777
0.01	1.9573417814876615e-8	0.05074690740134544
0.01	2.0106354402584895e-8	0.055002382311039315
0.01	2.065380155810531e-8	0.059614601468694815
0.01	2.1216154368926824e-8	0.06461346076495601
0.01	2.1793818679810447e-8	0.07003135868380543
0.01	2.2387211385683378e-8	0.07590340721640529
0.01	2.2996760732508333e-8	0.082267658566922
0.01	2.3622906626344603e-8	0.08916535159569886
0.01	2.4266100950824142e-8	0.09664117802438181
0.01	2.4926807893271758e-8	0.1047435716827213
0.01	2.5605504279704753e-8	0.11352502140824204
0.01	2.6302679918953814e-8	0.12304241021349008
0.01	2.7018837956153442e-8	0.13335738285684312
0.01	2.7754495235857102e-8	0.14453674420643597
0.01	2.8510182675039096e-8	0.15665289058183318
0.01	2.9286445646252374e-8	0.16978427738091206
0.01	3.0083844371218796e-8	0.1840159257512364
0.01	3.090295432513592e-8	0.19943997151752588
0.01	3.174436665199206e-8	0.2161562596093714
0.01	3.2608688591189356e-8	0.23427298896856644
0.01	3.3496543915782795e-8	0.2539074100223663
0.01	3.440857338265136e-8	0.27518658191145023
0.01	3.5345435194926315e-8	0.29824819118369444
0.01	3.6307805477010175e-8	0.3232414404837787
0.01	3.7296378762529354e-8	0.3503280096500674
0.01	3.831186849557285e-8	0.3796830987106053
0.01	3.935500754557772e-8	0.41149655659271245
0.01	4.042654873623441e-8	0.4459741039482704
0.01	4.1527265388792464e-8	0.48333865913189156
0.01	4.265795188015925e-8	0.5238317729488204
0.01	4.3819424216194366e-8	0.5677151844296813
0.01	4.5012520620613364e-8	0.6152725051260886
0.01	4.623810213992603e-8	0.6668110443088742
