,mass,coupling
0,0.01,1.0796438245506779e-06
1,0.010424689351469,1.10069417125221e-06
2,0.011049915568945568,1.1306633979496376e-06
3,0.014767907533618022,1.1614486138403415e-06
4,0.015033853876959628,1.1930720363265323e-06
5,0.01671114940217153,1.225556487736279e-06
6,0.016871918625744924,1.2589254117941661e-06
7,0.01755758397716964,1.293202890540412e-06
8,0.018078149748459227,1.3284136617106502e-06
9,0.01817664319701147,1.3645831365889239e-06
10,0.01965251325599457,1.4017374183467694e-06
11,0.019690762457617614,1.4399033208816327e-06
12,0.01974117985301824,1.479108388168207e-06
13,0.0198007764760199,1.519380914136663e-06
14,0.019866893993038603,1.5607499630921115e-06
15,0.019943541525530753,1.6032453906900418e-06
16,0.019999999999999997,1.640440927021234e-06
17,0.02004025709805712,1.646897865482869e-06
18,0.020344416302191606,1.69173889105314e-06
19,0.022328929363546288,1.7378008287493763e-06
20,0.024254058960339178,1.7851169210409536e-06
21,0.024375079263948655,1.8337213155088839e-06
22,0.024713835677084125,1.883649089489802e-06
23,0.024801351375252374,1.9349362753909543e-06
24,0.024922781854743104,1.987619886694447e-06
25,0.025,2.036952084428402e-06
26,0.025023864500041057,2.0417379446695316e-06
27,0.025327348332825232,2.097329505812199e-06
28,0.025640216741616078,2.1544346900318865e-06
29,0.029237284606599658,2.213094709605641e-06
30,0.02934794321669324,2.2733518989206337e-06
31,0.02969150603748303,2.335249745026492e-06
32,0.029772545101297853,2.3988329190194897e-06
33,0.029896044121519333,2.4641473082812814e-06
34,0.029975972912837996,2.5312400495953633e-06
35,0.03,2.5495486486782766e-06
36,0.030428327548890695,2.6001595631652723e-06
37,0.03104666921548803,2.6709555875589853e-06
38,0.03476330004469683,2.743679215604781e-06
39,0.03502494551725168,2.818382931264455e-06
40,0.036701716832056586,2.895120647510502e-06
41,0.03685643836259332,2.9739477452346077e-06
42,0.03754317303083997,3.0549211132155157e-06
43,0.0395995444655762,3.138099189175122e-06
44,0.039635073005361385,3.2235420019524593e-06
45,0.03968689080963968,3.3113112148259077e-06
46,0.039751789712417065,3.4014701700150323e-06
47,0.03982661220518685,3.4940839343940627e-06
48,0.03990843486891969,3.5892193464500497e-06
49,0.03999468222491951,3.6869450645195736e-06
50,0.04,3.6925393470803046e-06
51,0.041371976398323136,3.787331616338823e-06
52,0.042481130299811556,3.890451449942805e-06
53,0.04449494865246823,3.99637898595041e-06
54,0.04470630766908343,4.105190671273079e-06
55,0.04496504157822144,4.216965034285822e-06
56,0.045,4.2446278308071796e-06
57,0.046293324855037364,4.331782741500416e-06
58,0.047703471241184695,4.449726655781663e-06
59,0.049700993709086316,4.570881896148752e-06
60,0.04996641588990821,4.695335899204856e-06
61,0.05,4.70955413401616e-06
62,0.05190605344356122,4.823178482239309e-06
63,0.05369441233012204,4.954501908047905e-06
64,0.05499999999999999,5.0667243622272685e-06
65,0.055460606826930325,5.089400951518094e-06
66,0.058089623372376706,5.227972968027129e-06
67,0.06,5.34815175779805e-06
68,0.06050002845596594,5.3703179637025335e-06
69,0.06355746885552671,5.516538667595586e-06
70,0.06609478391388933,5.6667406058199195e-06
71,0.067,5.724657746357171e-06
72,0.06960623553865855,5.821032177708722e-06
73,0.07310958821186055,5.979524734045527e-06
74,0.07889387154056135,6.1423326574250325e-06
75,0.07951617663221835,6.309573444801943e-06
76,0.08,6.429354341517679e-06
77,0.08108647211807883,6.4813677922874275e-06
78,0.08434343954947125,6.657839682254362e-06
79,0.08699733184033985,6.839116472814293e-06
80,0.08980120204987399,7.025328989730521e-06
81,0.09,7.088788525675081e-06
82,0.09230261705474424,7.216611620833884e-06
83,0.09521575051763742,7.413102413009177e-06
84,0.09938841995679891,7.614943171822306e-06
85,0.09991893169446327,7.82227956386003e-06
86,0.1,7.850858209735881e-06
87,0.10462927639892615,8.035261221856176e-06
88,0.10849100145949409,8.25404185268019e-06
89,0.11714104799055944,8.478779348265931e-06
90,0.11772850385051561,8.709635899560797e-06
91,0.11839724701987385,8.946778113577481e-06
92,0.11948249972922984,9.190377133632586e-06
93,0.11993753774988475,9.440608762859225e-06
94,0.12,9.47177186895059e-06
95,0.12331283125447656,9.697653591082486e-06
96,0.12643310459935955,9.961697125149406e-06
97,0.12977931791063843,1.0232929922807536e-05
98,0.13,1.0332798695308548e-05
99,0.1325184914487976,1.0511547730228687e-05
100,0.1359181574523572,1.0797751623277093e-05
101,0.1397220715711946,1.109174815262401e-05
102,0.14,1.1228154039236924e-05
103,0.1422031093300881,1.1393749492813369e-05
104,0.1457467276618895,1.1703973595386185e-05
105,0.14872060316321645,1.2022644346174132e-05
106,0.15,1.2171956039196796e-05
107,0.15231636237147572,1.2349991726875851e-05
108,0.15609496145104915,1.2686251981032602e-05
109,0.15928107426131735,1.3031667784523e-05
110,0.16,1.311356713530905e-05
111,0.1635705712909287,1.338648842069994e-05
112,0.16756297709136947,1.3750969960296051e-05
113,0.17,1.4005493503052384e-05
114,0.171617749120355,1.4125375446227555e-05
115,0.17632346554666653,1.4509975083429865e-05
116,0.18,1.487063790055775e-05
117,0.18047089785757772,1.4905046433861976e-05
118,0.1857238786401577,1.531087461682032e-05
119,0.19,1.5712682768506807e-05
120,0.1902191036620579,1.5727752514706693e-05
121,0.19617976570707668,1.615598098439876e-05
122,0.2,1.647689033003145e-05
123,0.20215969913841028,1.6595869074375632e-05
124,0.20955905735095048,1.7047734247755256e-05
125,0.21570125509928625,1.7511902611404603e-05
126,0.22,1.7885833482999475e-05
127,0.22158755827189813,1.798870915128791e-05
128,0.2286404612493196,1.8478497974222908e-05
129,0.23,1.8579039761686354e-05
130,0.23600879662974036,1.8981622556219613e-05
131,0.24,1.9275053987694748e-05
132,0.24335315380799344,1.9498445997580456e-05
133,0.25,1.9980279847219527e-05
134,0.25083028013903647,2.0029341284946502e-05
135,0.25963110859228655,2.05746915604784e-05
136,0.2669548840974089,2.1134890398366476e-05
137,0.27,2.1389298875274296e-05
138,0.27417388879260446,2.171034208886956e-05
139,0.28,2.220338730023977e-05
140,0.28118064086599803,2.230146193008746e-05
141,0.28806633682820126,2.290867652767775e-05
142,0.29,2.309293915385195e-05
143,0.29468677234815593,2.353242410273304e-05
144,0.3,2.410000693218208e-05
145,0.30071540480860465,2.4173154808041017e-05
146,0.3068110466445668,2.483133105295568e-05
147,0.31,2.5222599643460947e-05
148,0.3128863539117812,2.5507427837113564e-05
149,0.31897149380123163,2.6201933093236722e-05
150,0.3239704060480433,2.691534803926914e-05
151,0.32952210425711664,2.7648187540101057e-05
152,0.33,2.7964065612656745e-05
153,0.33346910024501886,2.8400980479142137e-05
154,0.33848771147877466,2.917427014001166e-05
155,0.34254468273648775,2.996861459862124e-05
156,0.3487404050290581,3.078458712593299e-05
157,0.3496686903240237,3.1622776601683795e-05
158,0.35,3.189843498916623e-05
159,0.35254717382105794,3.248378793937432e-05
160,0.355767551611471,3.3368242522829425e-05
161,0.35847937284109777,3.427677865464505e-05
162,0.36,3.484369809433354e-05
163,0.3612574707401016,3.521005201684521e-05
164,0.3640899667023724,3.616873614408161e-05
165,0.36639062469549555,3.715352290971728e-05
166,0.3695245087127258,3.8165123025145096e-05
167,0.37,3.9146984954456294e-05
168,0.37002757858436114,3.9204266552701555e-05
169,0.3726641901511327,4.027170343254595e-05
170,0.3744851601836483,4.1368204023885115e-05
171,0.3786440470658792,4.24945596609345e-05
172,0.37894471024570325,4.3651583224016654e-05
173,0.37928159588946275,4.484010972620934e-05
174,0.3796453691469977,4.606099691596667e-05
175,0.37999999999999995,4.721830919959103e-05
176,0.3800380271173744,4.731512589614813e-05
177,0.38058450543771205,4.860340175990226e-05
178,0.3811462608937484,4.992675424386395e-05
179,0.38478346197697977,5.128613839913648e-05
180,0.38502430040026236,5.26825352805435e-05
181,0.38527842431952203,5.411695265464637e-05
182,0.3855401839625237,5.559042572704037e-05
183,0.3858044645553367,5.710401788945271e-05
184,0.3875931339022349,5.8658821487182444e-05
185,0.38769953697860887,6.0255958607435806e-05
186,0.387813382861021,6.18965818891261e-05
187,0.38793193386750574,6.358187535472236e-05
188,0.3880526567590649,6.531305526474729e-05
189,0.3881733246822002,6.709137099554105e-05
190,0.3885151799562032,6.891810594092489e-05
191,0.388604570594722,7.079457843841373e-05
192,0.38869325038770797,7.27221427206485e-05
193,0.3887799649067014,7.470218989273312e-05
194,0.38886374033975524,7.673614893618186e-05
195,0.38902871461675514,7.88254877402021e-05
196,0.38909399161267166,8.097171416105617e-05
197,0.38915656323130543,8.317637711026708e-05
198,0.3892619501548267,8.544106767245351e-05
199,0.38931208090791075,8.776742025360064e-05
200,0.3893597494261395,9.015711376059571e-05
201,0.3894047854377235,9.261187281287937e-05
202,0.389447107630122,9.513346898708745e-05
203,0.3894867052064701,9.772372209558111e-05
204,0.38955833282039737,0.00010038450149978858
205,0.3895883458798178,0.0001031177274593056
206,0.3896279861414993,0.00010592537251772897
207,0.38965316518385285,0.00010880946292622274
208,0.38967689033121805,0.00011177208010584467
209,0.3896991628033302,0.0001148153621496884
210,0.38995011315759764,0.0001179415053659252
211,0.38995466320882394,0.000121152765862859
212,0.3899605739266382,0.00012445146117713845
213,0.38996758539569865,0.0001278399719463023
214,0.3899754729597089,0.00013132074362686195
215,0.3899842922946987,0.00013489628825916533
216,0.38999336211892627,0.00013856918628031274
217,0.39,0.00014125193734265302
218,0.39313402041401135,0.00014234208838643416
219,0.4,0.0001447586324135211
220,0.40379642201699384,0.00014621771744567183
221,0.41000000000000003,0.00014866278806232
222,0.41373258670727786,0.00015019887046324872
223,0.4226580478637414,0.00015428842060004103
224,0.43000000000000005,0.0001583377239253875
225,0.4302869715237856,0.00015848931924611142
226,0.4379852154127175,0.00016280459815069974
227,0.4443218526068238,0.000167237371610208
228,0.44994728477651147,0.00017179083871575893
229,0.45,0.00017198442459500144
230,0.45106500648920406,0.00017646828566195017
231,0.4522182128832189,0.00018127308811847006
232,0.4595406214331032,0.00018620871366628695
233,0.4600250980542965,0.0001912787243001699
234,0.46053641874346324,0.000196486778999347
235,0.4610649159391841,0.00020183663636815638
236,0.4639136553181378,0.0002073321573485954
237,0.4652037770782999,0.00021297730800672805
238,0.4654335333670619,0.00021877616239495518
239,0.46567640521274434,0.00022473290549222168
240,0.46592662119952644,0.00023085183622427617
241,0.4667308741919913,0.00023713737056616554
242,0.4669222197248571,0.0002435940447292027
243,0.4671152450342138,0.000250226518434708
244,0.46730644334066856,0.0002570395782768865
245,0.4674929751595552,0.0002640381411772678
246,0.4678767418335305,0.000271227257933203
247,0.46802105058029314,0.0002786121168629772
248,0.468160259301581,0.0002861980475501708
249,0.4682931851042392,0.0002939905246899698
250,0.46851243947428195,0.0003019951720402019
251,0.46861830321318965,0.0003102177664799505
252,0.468718537813627,0.0003186642421786735
253,0.4688662401119284,0.0003273406948788386
254,0.4689925925751306,0.0003362533862951632
255,0.46906295081603044,0.0003454087486336344
256,0.46915856568483805,0.0003548133892335753
257,0.46921735183682195,0.0003644740953360952
258,0.4692727842841127,0.0003743978389823811
259,0.46932480375359625,0.00038459178204535354
260,0.46937342738970905,0.0003950632813983238
261,0.4694187301520738,0.0004058198942243799
262,0.46946082891144336,0.0004168693834703355
263,0.4695147634146824,0.00042821972344917554
264,0.4695489158012786,0.00043987910559504346
265,0.46958989201439166,0.00045185594437492264
266,0.4696184002999128,0.0004641588833612782
267,0.46964502734635205,0.00047679680147004276
268,0.46967457890184783,0.0004897788193684466
269,0.4696971341231386,0.0005031143060573182
270,0.4697183329336626,0.0005168128856326041
271,0.4697380580859898,0.000530884444230989
272,0.46975638656698493,0.0005453391371646284
273,0.46977339891976166,0.0005601873962501419
274,0.4697915825595545,0.0005754399373371566
275,0.46980735892408143,0.0005911077680418404
276,0.46982259807222754,0.0006072021956909884
277,0.4698368176003412,0.0006237348354824192
278,0.46984863630667156,0.0006407176188675537
279,0.46985969763463287,0.0006581628021622322
280,0.46986905324026385,0.0006760829753919819
281,0.46987780083066144,0.0006944910713781214
282,0.4698873005980519,0.0007134003750712565
283,0.4698958527141212,0.0007328245331389044
284,0.4699035266880549,0.0007527775638141667
285,0.4699101832722175,0.0007732738670125564
286,0.4699163211875919,0.0007943282347242822
287,0.46992203188311926,0.0008159558616894897
288,0.469927370710315,0.0008381723563641631
289,0.46993227687203654,0.0008609937521846016
290,0.4699366827708046,0.0008844365191386008
291,0.4699409877126129,0.0009085175756516881
292,0.46994481575986763,0.0009332543007969925
